"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"10_9","mpnet-base","mpnet","base",0.995,5,2,0.84,0.297,0.439,0.281,338
"10_9","mpnet-base","mpnet","base",0.995,5,3,0.711,0.281,0.403,0.252,379
"10_9","mpnet-base","mpnet","base",0.995,5,4,0.708,0.404,0.514,0.347,550
"10_9","mpnet-base","mpnet","base",0.995,10,1,0.708,0.406,0.516,0.347,553
"10_9","mpnet-base","mpnet","base",0.995,10,2,0.835,0.297,0.438,0.28,340
"10_9","mpnet-base","mpnet","base",0.995,10,3,0.717,0.305,0.428,0.272,409
"10_9","mpnet-base","mpnet","base",0.995,10,4,0.704,0.407,0.516,0.347,557
"10_9","mpnet-base","mpnet","base",0.995,15,1,0.708,0.406,0.516,0.347,553
"10_9","mpnet-base","mpnet","base",0.995,15,2,0.835,0.297,0.438,0.28,340
"10_9","mpnet-base","mpnet","base",0.995,15,3,0.721,0.317,0.44,0.282,423
"10_9","mpnet-base","mpnet","base",0.995,15,4,0.704,0.407,0.516,0.347,557
"10_9","mpnet-base","mpnet","base",0.995,20,1,0.707,0.408,0.517,0.349,556
"10_9","mpnet-base","mpnet","base",0.995,20,2,0.835,0.297,0.438,0.28,340
"10_9","mpnet-base","mpnet","base",0.995,20,3,0.721,0.326,0.449,0.289,434
"10_9","mpnet-base","mpnet","base",0.995,20,4,0.704,0.409,0.517,0.349,560
"10_9","mpnet-base","mpnet","base",0.995,25,1,0.708,0.409,0.518,0.35,557
"10_9","mpnet-base","mpnet","base",0.995,25,2,0.835,0.297,0.438,0.28,340
"10_9","mpnet-base","mpnet","base",0.995,25,3,0.723,0.331,0.454,0.294,440
"10_9","mpnet-base","mpnet","base",0.995,25,4,0.705,0.41,0.518,0.35,561
"10_9","mpnet-base","mpnet","base",0.995,30,1,0.708,0.409,0.518,0.35,557
"10_9","mpnet-base","mpnet","base",0.995,30,2,0.835,0.297,0.438,0.28,340
"10_9","mpnet-base","mpnet","base",0.995,30,3,0.721,0.334,0.457,0.296,445
"10_9","mpnet-base","mpnet","base",0.995,30,4,0.705,0.41,0.518,0.35,561
"10_9","mpnet-base","mpnet","base",0.999,3,1,0.711,0.394,0.507,0.339,533
"10_9","mpnet-base","mpnet","base",0.999,3,2,0.841,0.293,0.435,0.278,334
"10_9","mpnet-base","mpnet","base",0.999,3,3,0.704,0.254,0.373,0.23,346
"10_9","mpnet-base","mpnet","base",0.999,3,4,0.711,0.394,0.507,0.339,533
"10_9","mpnet-base","mpnet","base",0.999,5,1,0.709,0.402,0.513,0.345,547
"10_9","mpnet-base","mpnet","base",0.999,5,2,0.841,0.293,0.435,0.278,334
