"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,20,2,0.617,0.18,0.279,0.162,282
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,20,3,0.69,0.297,0.415,0.262,414
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,20,4,0.603,0.343,0.437,0.28,549
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,1,0.609,0.335,0.432,0.276,531
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,2,0.615,0.18,0.278,0.162,283
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,3,0.687,0.3,0.418,0.264,420
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,4,0.603,0.344,0.438,0.28,551
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,1,0.609,0.335,0.432,0.276,531
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,2,0.608,0.18,0.278,0.162,286
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,3,0.684,0.303,0.42,0.266,426
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,4,0.6,0.344,0.437,0.28,554
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,1,0.622,0.316,0.419,0.265,484
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,2,0.645,0.159,0.255,0.146,232
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,3,0.69,0.238,0.354,0.215,330
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,4,0.622,0.316,0.419,0.265,484
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,1,0.622,0.326,0.428,0.272,499
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,2,0.645,0.159,0.255,0.146,232
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,3,0.694,0.256,0.374,0.23,354
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,4,0.622,0.326,0.428,0.272,499
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,1,0.621,0.327,0.428,0.272,503
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,2,0.644,0.16,0.256,0.147,234
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,3,0.695,0.274,0.393,0.245,379
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,4,0.62,0.328,0.429,0.273,505
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,1,0.621,0.328,0.429,0.273,504
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,2,0.645,0.161,0.258,0.148,235
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,3,0.696,0.284,0.403,0.253,391
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,4,0.622,0.33,0.431,0.275,507
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,1,0.622,0.331,0.432,0.276,508
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,2,0.643,0.161,0.258,0.148,236
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,3,0.697,0.289,0.409,0.257,398
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,4,0.622,0.333,0.434,0.277,512
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,1,0.623,0.332,0.433,0.276,509
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,2,0.643,0.161,0.258,0.148,236
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,3,0.695,0.292,0.411,0.259,403
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,4,0.622,0.334,0.435,0.278,513
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,1,0.623,0.332,0.433,0.276,509
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,2,0.643,0.161,0.258,0.148,236
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,3,0.698,0.296,0.416,0.262,406
"10_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,4,0.622,0.334,0.435,0.278,513
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,3,1,0.599,0.752,0.667,0.5,468
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,3,2,0.556,0.722,0.628,0.458,482
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,3,3,0.636,0.698,0.666,0.499,363
