"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,20,2,0.693,0.232,0.348,0.21,313
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,20,3,0.69,0.309,0.427,0.272,420
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,20,4,0.621,0.364,0.459,0.298,549
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,1,0.623,0.36,0.456,0.295,541
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,2,0.694,0.233,0.349,0.211,314
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,3,0.687,0.314,0.431,0.275,428
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,4,0.623,0.366,0.461,0.3,551
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,1,0.623,0.36,0.456,0.295,541
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,2,0.688,0.233,0.348,0.21,317
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,3,0.682,0.316,0.432,0.275,434
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,4,0.619,0.366,0.46,0.299,554
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,1,0.637,0.34,0.443,0.285,501
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,2,0.717,0.213,0.328,0.197,279
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,3,0.677,0.241,0.355,0.216,334
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,4,0.637,0.34,0.443,0.285,501
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,1,0.638,0.351,0.453,0.293,516
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,2,0.717,0.213,0.328,0.197,279
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,3,0.684,0.264,0.381,0.235,361
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,4,0.638,0.351,0.453,0.293,516
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,1,0.635,0.352,0.453,0.293,520
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,2,0.714,0.213,0.328,0.197,280
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,3,0.693,0.286,0.405,0.254,387
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,4,0.633,0.352,0.452,0.293,521
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,1,0.635,0.352,0.453,0.293,520
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,2,0.714,0.213,0.328,0.197,280
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,3,0.695,0.297,0.416,0.263,400
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,4,0.633,0.352,0.452,0.293,521
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,1,0.635,0.354,0.455,0.294,523
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,2,0.715,0.215,0.331,0.198,281
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,3,0.697,0.304,0.423,0.269,409
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,4,0.634,0.355,0.455,0.295,525
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,1,0.635,0.355,0.455,0.295,524
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,2,0.715,0.215,0.331,0.198,281
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,3,0.692,0.307,0.425,0.27,416
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,4,0.635,0.356,0.456,0.296,526
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,1,0.635,0.355,0.455,0.295,524
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,2,0.715,0.215,0.331,0.198,281
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,3,0.692,0.309,0.427,0.272,419
"10_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,4,0.635,0.356,0.456,0.296,526
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,3,1,0.522,0.743,0.613,0.442,471
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,3,2,0.475,0.677,0.558,0.387,472
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,3,3,0.634,0.686,0.659,0.491,358
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,3,4,0.469,0.767,0.582,0.41,542
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,5,1,0.521,0.743,0.613,0.442,472
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,5,2,0.43,0.68,0.527,0.358,523
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,5,3,0.559,0.704,0.623,0.452,417
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,5,4,0.429,0.77,0.551,0.381,594
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,10,1,0.518,0.743,0.61,0.439,475
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,10,2,0.374,0.68,0.483,0.318,601
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,10,3,0.473,0.716,0.57,0.398,501
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,10,4,0.379,0.77,0.508,0.34,673
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,15,1,0.517,0.743,0.61,0.439,476
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,15,2,0.349,0.683,0.462,0.3,648
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,15,3,0.433,0.719,0.54,0.37,550
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,15,4,0.355,0.773,0.487,0.322,721
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,20,1,0.517,0.743,0.61,0.439,476
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,20,2,0.329,0.683,0.444,0.286,686
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,20,3,0.404,0.722,0.518,0.349,592
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,20,4,0.337,0.773,0.469,0.307,759
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,25,1,0.517,0.743,0.61,0.439,476
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,25,2,0.313,0.683,0.429,0.273,722
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,25,3,0.38,0.722,0.498,0.331,629
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,25,4,0.322,0.773,0.455,0.294,795
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,30,1,0.517,0.743,0.61,0.439,476
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,30,2,0.301,0.683,0.418,0.264,751
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,30,3,0.363,0.725,0.484,0.319,662
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.95,30,4,0.311,0.773,0.444,0.285,824
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,3,1,0.58,0.737,0.649,0.48,421
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,3,2,0.58,0.535,0.557,0.386,305
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,3,3,0.741,0.659,0.698,0.536,294
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,3,4,0.567,0.737,0.641,0.472,430
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,5,1,0.578,0.737,0.648,0.479,422
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,5,2,0.578,0.535,0.556,0.385,306
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,5,3,0.736,0.674,0.704,0.543,303
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,5,4,0.565,0.737,0.64,0.47,432
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,10,1,0.574,0.737,0.645,0.477,425
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,10,2,0.569,0.535,0.551,0.381,311
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,10,3,0.718,0.686,0.702,0.54,316
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,10,4,0.555,0.737,0.633,0.463,440
