"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"10_9","SapBERT-base-nocode","SapBERT","base",0.995,30,2,0.911,0.329,0.483,0.319,338
"10_9","SapBERT-base-nocode","SapBERT","base",0.995,30,3,0.722,0.344,0.466,0.303,446
"10_9","SapBERT-base-nocode","SapBERT","base",0.995,30,4,0.736,0.425,0.539,0.369,541
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,3,1,0.741,0.409,0.527,0.358,517
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,3,2,0.911,0.327,0.481,0.316,336
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,3,3,0.685,0.251,0.367,0.225,343
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,3,4,0.741,0.409,0.527,0.358,517
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,5,1,0.738,0.417,0.533,0.363,530
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,5,2,0.911,0.327,0.481,0.316,336
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,5,3,0.692,0.275,0.394,0.245,373
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,5,4,0.738,0.417,0.533,0.363,530
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,10,1,0.734,0.417,0.532,0.362,533
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,10,2,0.911,0.327,0.481,0.316,336
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,10,3,0.701,0.303,0.423,0.268,405
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,10,4,0.734,0.417,0.532,0.362,533
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,15,1,0.734,0.418,0.533,0.363,534
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,15,2,0.911,0.327,0.481,0.316,336
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,15,3,0.712,0.319,0.441,0.283,420
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,15,4,0.734,0.418,0.533,0.363,534
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,20,1,0.734,0.422,0.536,0.366,538
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,20,2,0.911,0.327,0.481,0.316,336
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,20,3,0.715,0.33,0.452,0.292,432
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,20,4,0.734,0.422,0.536,0.366,538
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,25,1,0.735,0.423,0.537,0.367,539
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,25,2,0.911,0.327,0.481,0.316,336
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,25,3,0.717,0.335,0.457,0.296,438
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,25,4,0.735,0.423,0.537,0.367,539
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,30,1,0.735,0.423,0.537,0.367,539
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,30,2,0.911,0.327,0.481,0.316,336
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,30,3,0.721,0.342,0.464,0.302,444
"10_9","SapBERT-base-nocode","SapBERT","base",0.999,30,4,0.735,0.423,0.537,0.367,539
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,3,1,0.647,0.816,0.722,0.565,417
