"track","track_label","icd9","group","partners","mean","sd","min","q1","median","q3","max","total","icd9_label","ccs_id","ccs_category"
"10_9","ICD-9-CM to ICD-10-CA","619","has a reference match",87,31.1379310344828,68.857819878793,7,10,16,25.5,610,2709,"fistula involving female genital tract","108","other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","621","has a reference match",114,68.9122807017544,145.449170722211,7,12,16,35.25,1009,7856,"disorders of uterus not elsewhere classified","108","other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","625","has a reference match",326,74.260736196319,175.507938347076,7,11,21.5,55.5,1509,24209,"pain and other symptoms associated with female genital organs","108","other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","626","has a reference match",372,130.497311827957,477.737161147217,7,12,22.5,68.5,5411,48545,"disorders of menstruation and other abnormal bleeding from female genital tract","109","menstrual disorders"
"10_9","ICD-9-CM to ICD-10-CA","627","has a reference match",241,59.4605809128631,141.067180737859,7,11,17,33,963,14330,"menopausal and postmenopausal disorders","111","menopausal disorders"
"10_9","ICD-9-CM to ICD-10-CA","628","has a reference match",26,20.5,15.9254513279844,7,8.25,12,24,61,533,"female infertility","112","female infertility"
"10_9","ICD-9-CM to ICD-10-CA","629","has a reference match",28,14.7857142857143,6.84947763813737,7,10,13,18,35,414,"other disorders of female genital organs","108","other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","691","has a reference match",85,19.7647058823529,21.8194141702726,7,9,12,20,142,1680,"atopic dermatitis and related conditions","113","allergic reactions"
"10_9","ICD-9-CM to ICD-10-CA","694","has a reference match",85,32.7764705882353,52.9229845806032,7,8,16,31,347,2786,"bullous dermatoses","114","other inflammatory condition of skin"
"10_9","ICD-9-CM to ICD-10-CA","695","has a reference match",262,33.1068702290076,55.0632171567698,7,9,16,34,463,8674,"erythematous conditions","114","other inflammatory condition of skin"
"10_9","ICD-9-CM to ICD-10-CA","696","has a reference match",253,42.7470355731225,118.770650840592,7,10,16,35,1281,10815,"psoriasis and similar disorders","114","other inflammatory condition of skin"
"10_9","ICD-9-CM to ICD-10-CA","701","has a reference match",119,24.655462184874,35.8763027814688,7,9,12,24,243,2934,"other hypertrophic and atrophic conditions of skin","115","other skin disorders"
"10_9","ICD-9-CM to ICD-10-CA","705","has a reference match",41,30.8048780487805,57.8628635275662,7,10,14,24,343,1263,"diseases of sweat glands","115","other skin disorders"
"10_9","ICD-9-CM to ICD-10-CA","707","has a reference match",647,346.774343122102,2142.93409829125,7,16.5,40,137,49799,224363,"chronic ulcer of skin","116","chronic ulcer of skin"
"10_9","ICD-9-CM to ICD-10-CA","710","has a reference match",477,94.2494758909853,270.308830972307,7,13,25,73,4315,44957,"diffuse diseases of connective tissue","117","systemic lupus erythematosus and connective tissue disorders"
"10_9","ICD-9-CM to ICD-10-CA","712","has a reference match",39,15.5384615384615,15.2209103985381,7,8,9,15,82,606,"crystal arthropathies","37","gout and other crystal arthropathies"
"10_9","ICD-9-CM to ICD-10-CA","713","has a reference match",50,37.94,83.9373940651542,7,9,17,25.75,573,1897,"arthropathy associated with other disorders classified elsewhere","118","joint disorders"
"10_9","ICD-9-CM to ICD-10-CA","714","has a reference match",535,102.05046728972,345.83720715501,7,14,29,73.5,6191,54597,"rheumatoid arthritis and other inflammatory polyarthropathies","119","rheumatoid arthritis and related disease"
"10_9","ICD-9-CM to ICD-10-CA","715","has a reference match",738,563.089430894309,3617.85541212416,7,17,45.5,174,60805,415560,"osteoarthrosis and allied disorders","120","osteoarthritis"
"10_9","ICD-9-CM to ICD-10-CA","716","has a reference match",506,105.462450592885,326.039807405465,7,13,27,66.5,4003,53364,"other and unspecified arthropathies","118","joint disorders"
"10_9","ICD-9-CM to ICD-10-CA","717","has a reference match",117,56.9487179487179,153.356405156917,7,10,15,35,1409,6663,"internal derangement of knee","118","joint disorders"
"10_9","ICD-9-CM to ICD-10-CA","718","has a reference match",188,36.5425531914894,61.2439960857222,7,10,17,35.75,444,6870,"other derangement of joint","118","joint disorders"
"10_9","ICD-9-CM to ICD-10-CA","719","has a reference match",799,250.780976220275,968.059958653087,7,16,41,139,14984,200374,"other and unspecified disorders of joint","118","joint disorders"
"10_9","ICD-9-CM to ICD-10-CA","720","has a reference match",143,28.7832167832168,46.1896183476391,7,9,16,30.5,368,4116,"ankylosing spondylitis and other inflammatory spondylopathies","121","spondylosis intervertebral disc disorders other back problems"
"10_9","ICD-9-CM to ICD-10-CA","721","has a reference match",244,71.8073770491803,182.018856106385,7,12,24,49.5,1593,17521,"spondylosis and allied disorders","121","spondylosis intervertebral disc disorders other back problems"
"10_9","ICD-9-CM to ICD-10-CA","722","has a reference match",403,124.888337468983,434.089371014571,7,14,29,71,5058,50330,"intervertebral disc disorders","121","spondylosis intervertebral disc disorders other back problems"
"10_9","ICD-9-CM to ICD-10-CA","730","has a reference match",622,271.067524115756,1463.5413105669,7,17,40,116,28632,168604,"osteomyelitis periostitis and other infections involving bone","122","infective arthritis and osteomyelitis"
"10_9","ICD-9-CM to ICD-10-CA","731","has a reference match",34,17.3529411764706,18.0384813459771,7,7.25,11.5,15.5,78,590,"osteitis deformans and osteopathies associated with other disorders classified elsewhere","123","osteoporosis and other bone disease"
"10_9","ICD-9-CM to ICD-10-CA","732","has a reference match",16,23.125,33.8661581326649,7,9.5,11.5,23.25,147,370,"osteochondropathies","123","osteoporosis and other bone disease"
"10_9","ICD-9-CM to ICD-10-CA","733","has a reference match",486,115.973251028807,303.754121442535,7,14,29.5,76,3850,56363,"other disorders of bone and cartilage","123","osteoporosis and other bone disease"
"10_9","ICD-9-CM to ICD-10-CA","735","has a reference match",34,29,61.8566279734227,7,9,11,20.25,362,986,"acquired deformities of toe","124","acquired foot deformities"
"10_9","ICD-9-CM to ICD-10-CA","737","has a reference match",125,40.088,97.4132381544826,7,10,18,38,1038,5011,"curvature of spine","125","other acquired deformities"
"10_9","ICD-9-CM to ICD-10-CA","740","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anencephalus and similar anomalies","126","nervous system congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","741","has a reference match",70,25.9142857142857,30.968306780396,7,9,15,30.75,175,1814,"spina bifida","126","nervous system congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","742","has a reference match",194,34.1340206185567,58.2427702584433,7,10,16,33,527,6622,"other congenital anomalies of nervous system","126","nervous system congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","743","has a reference match",7,11.2857142857143,5.05682000583653,7,7,9,15.5,18,79,"congenital anomalies of eye","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","744","has a reference match",27,58.5185185185185,160.938442692175,7,11,13,26,830,1580,"congenital anomalies of ear face and neck","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","745","has a reference match",128,32.6484375,53.5040788560301,7,10,14,33,468,4179,"bulbus cordis anomalies and anomalies of cardiac septal closure","128","cardiac and circulatory congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","746","has a reference match",259,45.8146718146718,102.473878392963,7,10,16,35,810,11866,"other congenital anomalies of heart","128","cardiac and circulatory congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","747","has a reference match",257,97.5603112840467,284.895233726194,7,11,22,60,2755,25073,"other congenital anomalies of circulatory system","128","cardiac and circulatory congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","748","has a reference match",119,20.7142857142857,22.5201013248251,7,8,13,23,148,2465,"congenital anomalies of respiratory system","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","749","has a reference match",19,36.2105263157895,45.8652361058017,7,11.5,20,29,183,688,"cleft palate and cleft lip","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","750","has a reference match",58,25.6551724137931,33.690308734135,7,10.25,16.5,22.75,228,1488,"other congenital anomalies of upper alimentary tract","129","digestive congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","751","has a reference match",82,24.8170731707317,33.8657946988871,7,9,12,25.5,200,2035,"other congenital anomalies of digestive system","129","digestive congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","752","has a reference match",49,18.3469387755102,22.3509423928912,7,8,11,21,149,899,"congenital anomalies of genital organs","130","genitourinary congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","753","has a reference match",516,170.856589147287,847.562104592321,7,12,26,90.5,14970,88162,"congenital anomalies of urinary system","130","genitourinary congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","754","has a reference match",36,19.3055555555556,19.0455385768568,7,8,11.5,17,88,695,"certain congenital musculoskeletal deformities","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","755","has a reference match",48,18.9375,22.0467648516859,7,9,11.5,19,144,909,"other congenital anomalies of limbs","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","756","has a reference match",170,30.9764705882353,42.3254442395245,7,10,15,32,279,5266,"other congenital musculoskeletal anomalies","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","757","has a reference match",44,23.9090909090909,40.071342298118,7,8,10,18.25,229,1052,"congenital anomalies of the integument","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","758","has a reference match",75,20.72,23.9134475342426,7,9,13,20.5,176,1554,"chromosomal anomalies","127","other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","759","has a reference match",91,21.7252747252747,24.6973079657889,7,9,14,22,142,1977,"other and unspecified congenital anomalies","127","other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","164","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"malignant neoplasm of thymus heart and mediastinum","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","165","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"malignant neoplasm of other and illdefined sites within the respiratory system and intrathoracic organs","9","lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","175","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"malignant neoplasm of male breast","13","breast cancer"
"8_9","ICD-9-CM to ICDA-8","176","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"kaposis sarcoma","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","179","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"malignant neoplasm of uterus part unspecified","14","uterus cancer"
"8_9","ICD-9-CM to ICDA-8","230","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"carcinoma in situ of digestive organs","4","cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","231","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"carcinoma in situ of respiratory system","9","lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","233","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"carcinoma in situ of breast and genitourinary system","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","234","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"carcinoma in situ of other and unspecified sites","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","237","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"neoplasm of uncertain behavior of endocrine glands and nervous system","30","neoplasms of unspecified nature"
"8_9","ICD-9-CM to ICDA-8","238","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"neoplasm of uncertain behavior of other and unspecified sites and tissues","30","neoplasms of unspecified nature"
"8_9","ICD-9-CM to ICDA-8","249","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary diabetes mellitus","32","diabetes mellitus"
"8_9","ICD-9-CM to ICDA-8","259","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other endocrine disorders","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","263","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other and unspecified proteincalorie malnutrition","34","nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","305","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nondependent abuse of drugs","41","alcohol and substancerelated disorders"
"8_9","ICD-9-CM to ICDA-8","308","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"acute reaction to stress","43","mood and anxiety disorders"
"8_9","ICD-9-CM to ICDA-8","312","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"disturbance of conduct not elsewhere classified","48","attentiondeficit conduct and disruptive behavior disorders"
"8_9","ICD-9-CM to ICDA-8","315","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"specific delays in development","49","developmental disorders"
"8_9","ICD-9-CM to ICDA-8","316","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"psychic factors associated with diseases classified elsewhere","46","miscellaneous mental health disorders"
"8_9","ICD-9-CM to ICDA-8","327","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organic sleep disorders","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","330","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cerebral degenerations usually manifest in childhood","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","331","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other cerebral degenerations","40","delirium dementia and other cognitive disorders"
"8_9","ICD-9-CM to ICDA-8","333","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other extrapyramidal disease and abnormal movement disorders","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","334","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"spinocerebellar disease","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","335","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anterior horn cell disease","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","338","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pain not elsewhere classified","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","358","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"myoneural disorders","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","359","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muscular dystrophies and other myopathies","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","382","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"suppurative and unspecified otitis media","62","otitis media and related conditions"
"8_9","ICD-9-CM to ICDA-8","405","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary hypertension","67","hypertension complications"
"8_9","ICD-9-CM to ICDA-8","417","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other diseases of pulmonary circulation","70","pulmonary heart disease"
"8_9","ICD-9-CM to ICDA-8","495","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"extrinsic allergic alveolitis","86","lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","496","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chronic airway obstruction not elsewhere classified","84","chronic obstructive pulmonary disease copd"
"8_9","ICD-9-CM to ICDA-8","508","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"respiratory conditions due to other and unspecified external agents","86","lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","515","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"postinflammatory pulmonary fibrosis","87","other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","516","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other alveolar and parietoalveolar pneumonopathy","87","other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","517","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"lung involvement in conditions classified elsewhere","87","other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","555","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regional enteritis","94","regional enteritis and ulcerative colitis"
"8_9","ICD-9-CM to ICDA-8","557","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vascular insufficiency of intestine","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","576","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other disorders of biliary tract","99","biliary tract disease"
"8_9","ICD-9-CM to ICDA-8","585","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chronic kidney disease","101","chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","586","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"renal failure unspecified","101","chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","588","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"disorders resulting from impaired renal function","102","other diseases of kidney and ureters"
"8_9","ICD-9-CM to ICDA-8","615","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inflammatory diseases of uterus except cervix","108","other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","617","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"endometriosis","108","other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","619","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fistula involving female genital tract","108","other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","625","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pain and other symptoms associated with female genital organs","108","other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","712","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"crystal arthropathies","37","gout and other crystal arthropathies"
"8_9","ICD-9-CM to ICDA-8","713","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"arthropathy associated with other disorders classified elsewhere","118","joint disorders"
"8_9","ICD-9-CM to ICDA-8","720","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ankylosing spondylitis and other inflammatory spondylopathies","121","spondylosis intervertebral disc disorders other back problems"
"8_9","ICD-9-CM to ICDA-8","721","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"spondylosis and allied disorders","121","spondylosis intervertebral disc disorders other back problems"
"8_9","ICD-9-CM to ICDA-8","745","no reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bulbus cordis anomalies and anomalies of cardiac septal closure","128","cardiac and circulatory congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","140","has a reference match",2,16.5,13.4350288425444,7,11.75,16.5,21.25,26,33,"malignant neoplasm of lip","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","141","has a reference match",2,24.5,16.2634559672906,13,18.75,24.5,30.25,36,49,"malignant neoplasm of tongue","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","142","has a reference match",1,7,NA,7,7,7,7,7,7,"malignant neoplasm of major salivary glands","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","143","has a reference match",2,8.5,2.12132034355964,7,7.75,8.5,9.25,10,17,"malignant neoplasm of gum","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","144","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"malignant neoplasm of floor of mouth","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","145","has a reference match",6,13.1666666666667,10.1472492167418,7,8,8,13.25,33,79,"malignant neoplasm of other and unspecified parts of mouth","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","146","has a reference match",3,13.3333333333333,4.72581562625261,8,11.5,15,16,17,40,"malignant neoplasm of oropharynx","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","147","has a reference match",3,21,15.3948043183407,8,12.5,17,27.5,38,63,"malignant neoplasm of nasopharynx","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","148","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"malignant neoplasm of hypopharynx","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","149","has a reference match",3,10.6666666666667,4.04145188432738,7,8.5,10,12.5,15,32,"malignant neoplasm of other and illdefined sites within the lip oral cavity and pharynx","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","150","has a reference match",18,28.8333333333333,46.3062059111125,7,7,13,24.5,205,519,"malignant neoplasm of esophagus","2","cancer of esophagus"
"8_9","ICD-9-CM to ICDA-8","151","has a reference match",45,40.0888888888889,102.789905372389,7,10,17,22,650,1804,"malignant neoplasm of stomach","3","cancer of stomach"
"8_9","ICD-9-CM to ICDA-8","152","has a reference match",1,9,NA,9,9,9,9,9,9,"malignant neoplasm of small intestine including duodenum","4","cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","153","has a reference match",70,48.2571428571429,132.226275723543,7,8,12,28.75,983,3378,"malignant neoplasm of colon","5","colon cancer"
"8_9","ICD-9-CM to ICDA-8","154","has a reference match",41,35.4390243902439,72.9818637678183,7,10,14,25,442,1453,"malignant neoplasm of rectum rectosigmoid junction and anus","6","cancer of rectum and anus"
"8_9","ICD-9-CM to ICDA-8","155","has a reference match",6,18.5,13.1415372007996,8,9,14,22.75,42,111,"malignant neoplasm of liver and intrahepatic bile ducts","7","cancer of liver and intrahepatic bile duct"
"8_9","ICD-9-CM to ICDA-8","156","has a reference match",12,28.75,31.5137055320957,7,8.75,12,36.5,110,345,"malignant neoplasm of gallbladder and extrahepatic bile ducts","4","cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","157","has a reference match",35,41,93.0142304103169,7,10,15,21.5,533,1435,"malignant neoplasm of pancreas","8","pancreas cancer"
"8_9","ICD-9-CM to ICDA-8","158","has a reference match",1,17,NA,17,17,17,17,17,17,"malignant neoplasm of retroperitoneum and peritoneum","4","cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","159","has a reference match",3,11.6666666666667,1.15470053837925,11,11,11,12,13,35,"malignant neoplasm of other and illdefined sites within the digestive organs and peritoneum","4","cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","160","has a reference match",11,17.6363636363636,19.4641862263632,7,8,10,17,74,194,"malignant neoplasm of nasal cavities middle ear and accessory sinuses","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","161","has a reference match",21,33.0952380952381,63.7745284278173,7,13,16,23,305,695,"malignant neoplasm of larynx","1","cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","162","has a reference match",132,78.2424242424242,357.634768730286,7,10,17,28.25,3926,10328,"malignant neoplasm of trachea bronchus and lung","9","lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","163","has a reference match",2,16,4.24264068711928,13,14.5,16,17.5,19,32,"malignant neoplasm of pleura","9","lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","170","has a reference match",26,38.4615384615385,53.7246541313991,7,11,14,21.25,185,1000,"malignant neoplasm of bone and articular cartilage","11","cancer of bone and connective tissue"
"8_9","ICD-9-CM to ICDA-8","171","has a reference match",15,24.2666666666667,26.9747677513282,7,8,15,30.5,112,364,"malignant neoplasm of connective and other soft tissue","11","cancer of bone and connective tissue"
"8_9","ICD-9-CM to ICDA-8","172","has a reference match",21,30.5714285714286,53.891160155049,7,9,10,23,246,642,"malignant melanoma of skin","12","skin melanoma"
"8_9","ICD-9-CM to ICDA-8","174","has a reference match",91,80.8681318681319,311.212689286825,7,10,14,32,2668,7359,"malignant neoplasm of female breast","13","breast cancer"
"8_9","ICD-9-CM to ICDA-8","180","has a reference match",45,38.1777777777778,85.166491727271,7,9,16,30,554,1718,"malignant neoplasm of cervix uteri","15","cervix cancer"
"8_9","ICD-9-CM to ICDA-8","181","has a reference match",6,15.3333333333333,8.5945719303911,7,8.25,13.5,21,28,92,"malignant neoplasm of placenta","16","cancer of other female genital organs"
"8_9","ICD-9-CM to ICDA-8","182","has a reference match",22,31.0454545454545,50.7472516475873,7,10.25,17,24.75,249,683,"malignant neoplasm of body of uterus","14","uterus cancer"
"8_9","ICD-9-CM to ICDA-8","183","has a reference match",32,38.0625,79.1633417524763,7,8,11,22,410,1218,"malignant neoplasm of ovary and other uterine adnexa","16","cancer of other female genital organs"
"8_9","ICD-9-CM to ICDA-8","184","has a reference match",6,16.6666666666667,10.7641379899492,9,10.75,13.5,15.5,38,100,"malignant neoplasm of other and unspecified female genital organs","16","cancer of other female genital organs"
"8_9","ICD-9-CM to ICDA-8","185","has a reference match",58,43.4137931034483,131.121616840641,7,9,14,26,938,2518,"malignant neoplasm of prostate","17","prostate cancer"
"8_9","ICD-9-CM to ICDA-8","186","has a reference match",14,35.5,58.6957605597909,7,8,9.5,34.75,224,497,"malignant neoplasm of testis","18","testis cancer"
"8_9","ICD-9-CM to ICDA-8","187","has a reference match",1,7,NA,7,7,7,7,7,7,"malignant neoplasm of penis and other male genital organs","19","cancer of other male genital organs"
"8_9","ICD-9-CM to ICDA-8","188","has a reference match",36,25.9166666666667,53.3395457691303,7,9,12,20,326,933,"malignant neoplasm of bladder","20","bladder cancer"
"8_9","ICD-9-CM to ICDA-8","189","has a reference match",25,46.96,94.2344063139007,7,11,15,25,450,1174,"malignant neoplasm of kidney and other and unspecified urinary organs","21","cancer of kidney and other urinary organs"
"8_9","ICD-9-CM to ICDA-8","190","has a reference match",6,24,35.7770876399966,8,9,9.5,10.75,97,144,"malignant neoplasm of eye","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","191","has a reference match",15,24.8666666666667,24.7613369898277,7,10.5,13,28,84,373,"malignant neoplasm of brain","22","cancer of brain and nervous system"
"8_9","ICD-9-CM to ICDA-8","192","has a reference match",15,31.7333333333333,54.8718854198014,7,8.5,13,23.5,219,476,"malignant neoplasm of other and unspecified parts of nervous system","22","cancer of brain and nervous system"
"8_9","ICD-9-CM to ICDA-8","193","has a reference match",9,23.5555555555556,31.8595005889574,7,8,13,17,107,212,"malignant neoplasm of thyroid gland","23","thyroid cancer"
"8_9","ICD-9-CM to ICDA-8","194","has a reference match",3,8.66666666666667,1.15470053837925,8,8,8,9,10,26,"malignant neoplasm of other endocrine glands and related structures","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","195","has a reference match",16,16.25,13.253930234714,7,8,11.5,16,51,260,"malignant neoplasm of other and illdefined sites","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","196","has a reference match",1,9,NA,9,9,9,9,9,9,"secondary and unspecified malignant neoplasm of lymph nodes","24","secondary malignancy"
"8_9","ICD-9-CM to ICDA-8","197","has a reference match",18,25.4444444444444,39.8470933654288,7,8,9.5,19.25,167,458,"secondary malignant neoplasm of respiratory and digestive systems","24","secondary malignancy"
"8_9","ICD-9-CM to ICDA-8","198","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary malignant neoplasm of other specified sites","24","secondary malignancy"
"8_9","ICD-9-CM to ICDA-8","199","has a reference match",103,45.7184466019417,123.368443662393,7,9,13,35,1130,4709,"malignant neoplasm without specification of site","25","malignant neoplasm without specification of site"
"8_9","ICD-9-CM to ICDA-8","200","has a reference match",33,26.030303030303,59.7350843560993,7,9,10,20,346,859,"lymphosarcoma and reticulosarcoma and other specified malignant tumors of lymphatic tissue","26","nonhodgkins lymphoma"
"8_9","ICD-9-CM to ICDA-8","201","has a reference match",43,35.6511627906977,116.53977120462,7,9,15,25,779,1533,"hodgkins disease","27","hodgkins disease"
"8_9","ICD-9-CM to ICDA-8","202","has a reference match",64,37.1875,92.5897033940771,7,9,15,25,664,2380,"other malignant neoplasms of lymphoid and histiocytic tissue","26","nonhodgkins lymphoma"
"8_9","ICD-9-CM to ICDA-8","203","has a reference match",44,32.9318181818182,94.5430621038169,7,8.75,14,25,637,1449,"multiple myeloma and immunoproliferative neoplasms","28","multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","204","has a reference match",36,29.5277777777778,61.3782121003449,7,9.75,12,19.5,364,1063,"lymphoid leukemia","28","multiple myeloma and leukemias"
