"track","track_label","icd9","group","partners","mean","sd","min","q1","median","q3","max","total","icd9_label","ccs_id","ccs_category"
"10_9","ICD-9-CM to ICD-10-CA","333","has a reference match",342,53.8070175438597,105.62137412483,7,11,21,45,1189,18402,"other extrapyramidal disease and abnormal movement disorders","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","334","has a reference match",132,25.219696969697,33.2626178535658,7,8.75,14,26.5,231,3329,"spinocerebellar disease","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","335","has a reference match",170,58.1176470588235,178.329023199088,7,11,18,43,2090,9880,"anterior horn cell disease","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","336","has a reference match",212,42.4150943396226,79.463827405102,7,11,19,37,737,8992,"other diseases of spinal cord","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","337","has a reference match",90,21.1222222222222,30.6325918002297,7,9,13,21.75,258,1901,"disorders of the autonomic nervous system","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","340","has a reference match",336,83.8779761904762,384.024019759585,7,12,23,58,6559,28183,"multiple sclerosis","53","multiple sclerosis"
"10_9","ICD-9-CM to ICD-10-CA","341","has a reference match",112,27.7410714285714,42.1361468874098,7,10,15,23,267,3107,"other demyelinating diseases of central nervous system","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","342","has a reference match",112,27.4732142857143,48.4561582883102,7,9,15,22.25,338,3077,"hemiplegia and hemiparesis","54","paralysis"
"10_9","ICD-9-CM to ICD-10-CA","343","has a reference match",118,32.4237288135593,67.7301592709334,7,11,16.5,33.75,710,3826,"infantile cerebral palsy","54","paralysis"
"10_9","ICD-9-CM to ICD-10-CA","344","has a reference match",360,78.3972222222222,172.352801005805,7,12,25,64,1658,28223,"other paralytic syndromes","54","paralysis"
"10_9","ICD-9-CM to ICD-10-CA","345","has a reference match",532,106.385338345865,403.331629089267,7,12,27,75,6724,56597,"epilepsy and recurrent seizures","55","epilepsyconvulsions"
"10_9","ICD-9-CM to ICD-10-CA","346","has a reference match",322,46.167701863354,149.411711853318,7,10,18.5,38.75,2435,14866,"migraine","52","headache including migraine"
"10_9","ICD-9-CM to ICD-10-CA","347","has a reference match",5,11.4,6.58027355054484,7,8,9,10,23,57,"cataplexy and narcolepsy","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","348","has a reference match",528,122.981060606061,298.269079294836,7,14,32,99.5,3377,64934,"other conditions of brain","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","353","has a reference match",120,25.9,37.6238347484207,7,10,18,29,364,3108,"nerve root and plexus disorders","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","354","has a reference match",225,31.7466666666667,70.0524216977135,7,10,15,26,629,7143,"mononeuritis of upper limb and mononeuritis multiplex","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","355","has a reference match",329,35.5136778115502,81.675596193518,7,10,17,30,1141,11684,"mononeuritis of lower limb and unspecified site","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","356","has a reference match",289,42.1522491349481,105.804249629755,7,11,18,38,1492,12182,"hereditary and idiopathic peripheral neuropathy","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","357","has a reference match",264,52.0416666666667,155.922942624732,7,11,19,39,2009,13739,"inflammatory and toxic neuropathy","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","358","has a reference match",179,47.5083798882682,141.114359899453,7,10,17,34,1616,8504,"myoneural disorders","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","359","has a reference match",261,44.7509578544061,90.7535719208158,7,10,19,43,954,11680,"muscular dystrophies and other myopathies","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","360","has a reference match",111,36.9369369369369,66.32828537993,7,10,18,40.5,446,4100,"disorders of the globe","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","361","has a reference match",87,78.7241379310345,354.32634050177,7,10,15,28.5,3266,6849,"retinal detachments and defects","57","retinal detachments defects vascular occlusion and retinopathy"
"10_9","ICD-9-CM to ICD-10-CA","362","has a reference match",371,77.8544474393531,278.572394104645,7,11,24,51,4495,28884,"other retinal disorders","57","retinal detachments defects vascular occlusion and retinopathy"
"10_9","ICD-9-CM to ICD-10-CA","363","has a reference match",59,16.0338983050847,14.1932063662513,7,8,9,16,69,946,"chorioretinal inflammations scars and other disorders of choroid","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","364","has a reference match",102,27.2156862745098,45.6904408511007,7,9,13,25.75,339,2776,"disorders of iris and ciliary body","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","365","has a reference match",369,68.3577235772358,203.533158689458,7,11,22,55,2708,25224,"glaucoma","58","glaucoma"
"10_9","ICD-9-CM to ICD-10-CA","366","has a reference match",350,66.0828571428571,186.625182467609,7,12,24,50.25,2592,23129,"cataract","59","cataract"
"10_9","ICD-9-CM to ICD-10-CA","369","has a reference match",121,25.1818181818182,39.8087092648497,7,10,14,25,383,3047,"blindness and low vision","60","blindness and vision defects"
"10_9","ICD-9-CM to ICD-10-CA","370","has a reference match",179,47.659217877095,190.197505452316,7,9,15,35,2464,8531,"keratitis","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","371","has a reference match",81,29.2839506172839,47.0173464180778,7,9,14,25,287,2372,"corneal opacity and other disorders of cornea","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","372","has a reference match",306,31.6862745098039,56.3831122941689,7,10,16,35,624,9696,"disorders of conjunctiva","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","376","has a reference match",128,32,81.6949385955212,7,9,14,21,823,4096,"disorders of the orbit","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","377","has a reference match",118,25.7033898305085,43.771026072661,7,10,14,20.75,363,3033,"disorders of optic nerve and visual pathways","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","379","has a reference match",263,66.4942965779468,215.180394243025,7,10,17,36.5,2317,17488,"other disorders of eye","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","380","has a reference match",383,46.2088772845953,106.848785965722,7,11,20,41,1296,17698,"disorders of external ear","61","other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","381","has a reference match",97,19.8247422680412,24.7297940706475,7,9,12,20,191,1923,"nonsuppurative otitis media and eustachian tube disorders","62","otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","382","has a reference match",264,32.7310606060606,61.1731913157469,7,10,16,31,593,8641,"suppurative and unspecified otitis media","62","otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","383","has a reference match",73,31.4109589041096,51.5988360162746,7,14,16,27,334,2293,"mastoiditis and related conditions","62","otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","384","has a reference match",16,14.875,10.7074740251845,7,8,9.5,18.5,45,238,"other disorders of tympanic membrane","61","other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","386","has a reference match",235,59.1872340425532,176.521103090633,7,11,18,37,1497,13909,"vertiginous syndromes and other disorders of vestibular system","63","conditions associated with dizziness or vertigo"
"10_9","ICD-9-CM to ICD-10-CA","389","has a reference match",199,27.8492462311558,48.7974310771786,7,9,14,25,470,5542,"hearing loss","61","other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","393","has a reference match",6,9.16666666666667,1.47196014438797,8,8.25,9,9,12,55,"chronic rheumatic pericarditis","64","peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","394","has a reference match",227,59.6696035242291,139.75889827552,7,11,18,36.5,1048,13545,"diseases of mitral valve","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","395","has a reference match",70,33.9857142857143,57.6912051813749,7,9,15,29.5,350,2379,"diseases of aortic valve","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","396","has a reference match",181,64.9281767955801,146.489439632622,7,10,17,54,1008,11752,"diseases of mitral and aortic valves","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","397","has a reference match",107,39.6168224299065,47.4724636887082,7,12,23,43,259,4239,"diseases of other endocardial structures","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","398","has a reference match",79,27.0253164556962,36.2480679179344,7,8,14,26.5,219,2135,"other rheumatic heart disease","64","peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","401","has a reference match",1007,540.517378351539,2634.29914956323,7,22,69,297,60992,544301,"essential hypertension","66","hypertension"
"10_9","ICD-9-CM to ICD-10-CA","402","has a reference match",149,46.1610738255034,103.557600313173,7,10,14,35,973,6878,"hypertensive heart disease","67","hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","403","has a reference match",157,28.0382165605096,51.9898763999397,7,9,14,26,523,4402,"hypertensive chronic kidney disease","67","hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","404","has a reference match",78,53.7948717948718,124.661240601981,7,9,14,36,913,4196,"hypertensive heart and chronic kidney disease","67","hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","405","has a reference match",28,21.6785714285714,25.2543411324023,7,10,15.5,17,113,607,"secondary hypertension","67","hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","410","has a reference match",657,857.541856925419,6232.40049022667,7,15,47,194,92019,563405,"acute myocardial infarction","68","acute myocardial infarction"
"10_9","ICD-9-CM to ICD-10-CA","411","has a reference match",583,511.854202401372,3097.5600925271,7,14,37,123.5,42021,298411,"other acute and subacute forms of ischemic heart disease","69","coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","412","has a reference match",48,53.0416666666667,106.707386398772,7,10,14.5,27.5,487,2546,"old myocardial infarction","69","coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","413","has a reference match",390,249.092307692308,1230.54145153707,7,13,28,84.5,14624,97146,"angina pectoris","69","coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","414","has a reference match",769,839.390117035111,5343.65864699752,7,18,49,231,89130,645491,"other forms of chronic ischemic heart disease","69","coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","415","has a reference match",600,169.69,829.236097104579,7,16,36,107,17755,101814,"acute pulmonary heart disease","70","pulmonary heart disease"
"10_9","ICD-9-CM to ICD-10-CA","416","has a reference match",342,91.6520467836257,300.067321838108,7,12,22,60,3188,31345,"chronic pulmonary heart disease","70","pulmonary heart disease"
"10_9","ICD-9-CM to ICD-10-CA","417","has a reference match",39,18.2051282051282,12.9455936156701,7,10,14,20,71,710,"other diseases of pulmonary circulation","70","pulmonary heart disease"
"10_9","ICD-9-CM to ICD-10-CA","423","has a reference match",319,82.4952978056426,233.468054613452,7,12,24,53.5,2650,26316,"other diseases of pericardium","64","peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","424","has a reference match",633,293.788309636651,1023.40633722176,7,16,42,147,11689,185968,"other diseases of endocardium","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","425","has a reference match",370,126.535135135135,443.430455903608,7,13,26.5,65,4114,46818,"cardiomyopathy","64","peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","426","has a reference match",396,167.525252525253,741.929459862141,7,13,26.5,68.25,10670,66340,"conduction disorders","71","conduction disorders"
"10_9","ICD-9-CM to ICD-10-CA","427","has a reference match",947,786.227032734952,4301.60280027823,7,20,64,291,86336,744557,"cardiac dysrhythmias","72","cardiac dysrhythmias arrest chf and ventricular fibrillation"
"10_9","ICD-9-CM to ICD-10-CA","428","has a reference match",933,1350.70525187567,8984.46279248059,7,23,72,404,184414,1260208,"heart failure","72","cardiac dysrhythmias arrest chf and ventricular fibrillation"
"10_9","ICD-9-CM to ICD-10-CA","429","has a reference match",336,105.044642857143,331.790998458039,7,13,26.5,64.25,3306,35295,"illdefined descriptions and complications of heart disease","73","other and illdefined heart disease"
"10_9","ICD-9-CM to ICD-10-CA","430","has a reference match",162,49.0864197530864,119.195720621302,7,9.25,19,38,959,7952,"subarachnoid hemorrhage","74","acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","431","has a reference match",316,101.572784810127,332.075595361598,7,11,26,57.25,3731,32097,"intracerebral hemorrhage","74","acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","432","has a reference match",327,114.076452599388,382.99483044728,7,14,28,69.5,4979,37303,"other and unspecified intracranial hemorrhage","74","acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","433","has a reference match",188,95.4095744680851,385.667443280134,7,11,19,41,3939,17937,"occlusion and stenosis of precerebral arteries","74","acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","434","has a reference match",512,240.0234375,1154.69108865221,7,15,35,111.25,18111,122892,"occlusion of cerebral arteries","74","acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","435","has a reference match",365,123.632876712329,466.099511864267,7,12,27,68,5404,45126,"transient cerebral ischemia","75","transient cerebral ischemia"
"10_9","ICD-9-CM to ICD-10-CA","436","has a reference match",807,666.651796778191,3883.51911653336,7,20.5,58,239,68872,537988,"acute but illdefined cerebrovascular disease","74","acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","437","has a reference match",425,165.842352941176,572.256309752068,7,16,32,91,6468,70483,"other and illdefined cerebrovascular disease","76","other and illdefined cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","438","has a reference match",159,58.4150943396226,143.168631291595,7,11,20,44,1061,9288,"late effects of cerebrovascular disease","76","other and illdefined cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","440","has a reference match",197,91.4213197969543,280.253875707848,7,11,20,52,2940,18010,"atherosclerosis","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","441","has a reference match",352,122.823863636364,522.747500180129,7,13,27,72.25,8295,43234,"aortic aneurysm and dissection","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","442","has a reference match",181,53.0220994475138,118.310183453924,7,11,17,41,1017,9597,"other aneurysm","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","443","has a reference match",416,172.78125,770.772404164215,7,13,31.5,81.25,12788,71877,"other peripheral vascular disease","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","444","has a reference match",253,84.8260869565217,258.93706984935,7,12,21,54,2794,21461,"arterial embolism and thrombosis","78","aortic and peripheral arterial embolism or thrombosis"
"10_9","ICD-9-CM to ICD-10-CA","446","has a reference match",276,48.3224637681159,133.39331182259,7,10,17,35,1757,13337,"polyarteritis nodosa and allied conditions","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","447","has a reference match",372,76.0994623655914,202.27527425894,7,12,24,59.25,2367,28309,"other disorders of arteries and arterioles","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","448","has a reference match",23,15.5217391304348,10.9663516980451,7,8.5,11,18.5,55,357,"disease of capillaries","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","453","has a reference match",574,115.203832752613,384.289832882925,7,14,31.5,90.75,6849,66127,"other venous embolism and thrombosis","79","phlebitis thrombophlebitis and thromboembolism"
"10_9","ICD-9-CM to ICD-10-CA","456","has a reference match",183,79.344262295082,174.737122990405,7,10,23,56.5,1087,14520,"varicose veins of other sites","80","other diseases of veins and lymphatics"
"10_9","ICD-9-CM to ICD-10-CA","457","has a reference match",127,32.4409448818898,57.2331147267238,7,10,17,27,362,4120,"noninfectious disorders of lymphatic channels","80","other diseases of veins and lymphatics"
"10_9","ICD-9-CM to ICD-10-CA","459","has a reference match",515,142.796116504854,583.957146221383,7,15,32,97.5,11408,73540,"other disorders of circulatory system","80","other diseases of veins and lymphatics"
"10_9","ICD-9-CM to ICD-10-CA","472","has a reference match",64,20.421875,22.9234784248647,7,8.75,14,20.25,143,1307,"chronic pharyngitis and nasopharyngitis","81","other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","473","has a reference match",261,43.3639846743295,140.556263323432,7,10,15,29,1535,11318,"chronic sinusitis","82","other upper respiratory infections"
"10_9","ICD-9-CM to ICD-10-CA","474","has a reference match",68,117.764705882353,500.455616820688,7,10,15,30.25,3997,8008,"chronic disease of tonsils and adenoids","83","acute and chronic tonsillitis"
"10_9","ICD-9-CM to ICD-10-CA","476","has a reference match",15,17.2,12.4108247682647,7,9,13,17,44,258,"chronic laryngitis and laryngotracheitis","81","other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","477","has a reference match",137,23.7591240875912,28.9686761731898,7,9,13,26,211,3255,"allergic rhinitis","81","other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","478","has a reference match",291,42.1512027491409,94.5900655839137,7,10,15,37,901,12266,"other diseases of upper respiratory tract","81","other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","491","has a reference match",329,104.036474164134,454.635405928878,7,12,24,62,7247,34228,"chronic bronchitis","84","chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","492","has a reference match",233,62.5107296137339,186.461055182835,7,10,19,50,2306,14565,"emphysema","84","chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","493","has a reference match",636,147.042452830189,739.298918644079,7,14,31,86.5,15147,93519,"asthma","85","asthma"
"10_9","ICD-9-CM to ICD-10-CA","494","has a reference match",217,57.3041474654378,193.518851678438,7,10,18,38,2360,12435,"bronchiectasis","84","chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","495","has a reference match",47,19.5106382978723,15.9235569825031,7,9,12,22,67,917,"extrinsic allergic alveolitis","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","496","has a reference match",776,619.829896907216,4273.24303673774,7,18,56.5,245.25,102867,480988,"chronic airway obstruction not elsewhere classified","84","chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","500","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"coal workers pneumoconiosis","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","501","has a reference match",31,16.8709677419355,13.2934618904279,7,9,11,20,57,523,"asbestosis","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","502","has a reference match",2,8.5,2.12132034355964,7,7.75,8.5,9.25,10,17,"pneumoconiosis due to other silica or silicates","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","503","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pneumoconiosis due to other inorganic dust","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","504","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pneumonopathy due to inhalation of other dust","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","505","has a reference match",1,7,NA,7,7,7,7,7,7,"pneumoconiosis unspecified","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","506","has a reference match",77,33.1818181818182,61.2376147032643,7,8,12,22,382,2555,"respiratory conditions due to chemical fumes and vapors","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","508","has a reference match",33,13.6060606060606,9.69838708864583,7,8,10,17,58,449,"respiratory conditions due to other and unspecified external agents","86","lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","512","has a reference match",306,95.4575163398693,378.083545055428,7,11,20,49.75,5660,29210,"pneumothorax and air leak","87","other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","514","has a reference match",246,72.8048780487805,214.351386452401,7,10,19,42,2077,17910,"pulmonary congestion and hypostasis","87","other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","516","has a reference match",249,67.285140562249,249.528739334998,7,11,20,41,3378,16754,"other alveolar and parietoalveolar pneumonopathy","87","other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","517","has a reference match",30,38.3,50.672137484434,7,8,10.5,45.25,192,1149,"lung involvement in conditions classified elsewhere","87","other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","518","has a reference match",758,247.587071240106,889.373359131598,7,16,42,144,13639,187671,"other diseases of lung","88","respiratory failure pulmonary collapse"
"10_9","ICD-9-CM to ICD-10-CA","523","has a reference match",60,18.0166666666667,16.7903237536211,7,8,13,24,95,1081,"gingival and periodontal diseases","89","disorders of teeth and jaw"
"10_9","ICD-9-CM to ICD-10-CA","525","has a reference match",93,19.3440860215054,16.8655131939964,7,9,13,23,94,1799,"other diseases and conditions of the teeth and supporting structures","89","disorders of teeth and jaw"
"10_9","ICD-9-CM to ICD-10-CA","530","has a reference match",684,167.752923976608,496.472457238776,7,15,37,114,7013,114743,"diseases of oesophagus","90","esophageal disorders"
"10_9","ICD-9-CM to ICD-10-CA","531","has a reference match",243,65.3909465020576,165.592123870501,7,10,20,51.5,1918,15890,"gastric ulcer","91","gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","532","has a reference match",255,78.643137254902,228.357077457136,7,12,23,58,3030,20054,"duodenal ulcer","91","gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","533","has a reference match",219,59.5570776255708,121.015125988556,7,11,19,48.5,952,13043,"peptic ulcer site unspecified","91","gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","534","has a reference match",44,17.0454545454545,15.0841893900874,7,9,12,16.5,73,750,"gastrojejunal ulcer","91","gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","535","has a reference match",439,104.637813211845,330.270497316891,7,13,27,67.5,4743,45936,"gastritis and duodenitis","92","gastritis and duodenitis"
"10_9","ICD-9-CM to ICD-10-CA","537","has a reference match",211,61.2748815165877,132.206729474858,7,11,24,61,1484,12929,"other diseases of stomach and duodenum","93","other disorders of stomach and duodenum"
"10_9","ICD-9-CM to ICD-10-CA","555","has a reference match",409,143.425427872861,840.746910542723,7,13,24,74,15917,58661,"regional enteritis","94","regional enteritis and ulcerative colitis"
"10_9","ICD-9-CM to ICD-10-CA","556","has a reference match",401,119.311720698254,444.502750370886,7,13,27,76,7640,47844,"ulcerative colitis","94","regional enteritis and ulcerative colitis"
"10_9","ICD-9-CM to ICD-10-CA","557","has a reference match",288,101.097222222222,270.416772654774,7,13.75,24,75.25,3089,29116,"vascular insufficiency of intestine","77","other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","558","has a reference match",702,217.461538461538,791.595471249079,7,14,35,118.75,11111,152658,"other and unspecified noninfectious gastroenteritis and colitis","95","noninfectious gastroenteritis"
"10_9","ICD-9-CM to ICD-10-CA","562","has a reference match",414,194.700483091787,1273.93406694566,7,14,32,101.5,24809,80606,"diverticula of intestine","96","diverticulosis and diverticulitis"
"10_9","ICD-9-CM to ICD-10-CA","564","has a reference match",611,128.008183306056,390.041630731151,7,14,32,106,5446,78213,"functional digestive disorders not elsewhere classified","97","other gastrointestinal disorders"
"10_9","ICD-9-CM to ICD-10-CA","571","has a reference match",612,340.359477124183,1360.19924825408,7,15.75,38,141.25,20376,208300,"chronic liver disease and cirrhosis","98","hepatitis and other liver diseases"
"10_9","ICD-9-CM to ICD-10-CA","572","has a reference match",401,188.673316708229,594.237330964003,7,13,30,104,5703,75658,"liver abscess and sequelae of chronic liver disease","98","hepatitis and other liver diseases"
"10_9","ICD-9-CM to ICD-10-CA","573","has a reference match",509,117.752455795678,317.855934810338,7,12,26,78,3266,59936,"other diseases of liver","98","hepatitis and other liver diseases"
"10_9","ICD-9-CM to ICD-10-CA","575","has a reference match",450,229.133333333333,1486.14782377806,7,12,30,86,28514,103110,"other disorders of gallbladder","99","biliary tract disease"
"10_9","ICD-9-CM to ICD-10-CA","576","has a reference match",378,153.695767195767,549.141915661528,7,15,33,89,6654,58097,"other disorders of biliary tract","99","biliary tract disease"
"10_9","ICD-9-CM to ICD-10-CA","577","has a reference match",589,344.544991511036,2168.51407715497,7,16,38,132,46002,202937,"diseases of pancreas","100","pancreatic disorders excluding diabetes"
"10_9","ICD-9-CM to ICD-10-CA","579","has a reference match",163,30.9018404907975,43.3834773583538,7,9,16,34.5,279,5037,"intestinal malabsorption","97","other gastrointestinal disorders"
"10_9","ICD-9-CM to ICD-10-CA","581","has a reference match",211,59.9668246445498,173.328243072316,7,11,19,36,1704,12653,"nephrotic syndrome","101","chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","582","has a reference match",91,27.4725274725275,38.3571927658195,7,10,14,31,246,2500,"chronic glomerulonephritis","101","chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","583","has a reference match",224,52.2723214285714,123.11361168826,7,10.75,18.5,40,1244,11709,"nephritis and nephropathy not specified as acute or chronic","101","chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","585","has a reference match",858,768.662004662005,4920.5141286787,7,24,68,309.75,108079,659512,"chronic kidney disease","101","chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","586","has a reference match",968,1410.39152892562,9917.82426678221,7,27,98,483.5,238548,1365259,"renal failure unspecified","101","chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","587","has a reference match",27,17.2962962962963,17.2889800713874,7,8,11,17.5,76,467,"renal sclerosis unspecified","101","chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","588","has a reference match",106,24.7641509433962,37.4978226381956,7,9,14,20,263,2625,"disorders resulting from impaired renal function","102","other diseases of kidney and ureters"
"10_9","ICD-9-CM to ICD-10-CA","590","has a reference match",502,168.625498007968,676.803487922988,7,15,31,80.5,8854,84650,"infections of kidney","103","urinary tract infections"
"10_9","ICD-9-CM to ICD-10-CA","595","has a reference match",348,62.4367816091954,167.948115437326,7,12,20,52,2042,21728,"cystitis","103","urinary tract infections"
"10_9","ICD-9-CM to ICD-10-CA","596","has a reference match",246,46.3861788617886,92.4148656874704,7,11,18,41.75,742,11411,"other disorders of bladder","104","other diseases of bladder and urethra"
"10_9","ICD-9-CM to ICD-10-CA","599","has a reference match",931,593.184747583244,3047.40038026833,7,21,64,264,66167,552255,"other disorders of urethra and urinary tract","104","other diseases of bladder and urethra"
"10_9","ICD-9-CM to ICD-10-CA","600","has a reference match",328,96.8384146341463,298.340826974252,7,12,27,56.25,3535,31763,"hyperplasia of prostate","105","hyperplasia of prostate"
"10_9","ICD-9-CM to ICD-10-CA","601","has a reference match",142,40.3380281690141,77.1068970913953,7,10,17,31,555,5728,"inflammatory diseases of prostate","106","other male genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","607","has a reference match",120,31.3333333333333,63.1748717906915,7,9,14,29.5,483,3760,"disorders of penis","106","other male genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","610","has a reference match",33,15.8787878787879,13.7335300809678,7,8,11,20,79,524,"benign mammary dysplasias","107","nonmalignant breast conditions"
"10_9","ICD-9-CM to ICD-10-CA","614","has a reference match",233,70.4763948497854,225.871970526902,7,11,22,51,2870,16421,"inflammatory disease of ovary fallopian tube pelvic cellular tissue and peritoneum","108","other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","615","has a reference match",75,49.5333333333333,66.3533402758728,7,13,19,60.5,348,3715,"inflammatory diseases of uterus except cervix","108","other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","617","has a reference match",145,83.4,251.106949326378,7,11,20,60,2761,12093,"endometriosis","108","other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","618","has a reference match",206,129.194174757282,895.573570762798,7,10,16,41.5,12563,26614,"genital prolapse","110","prolapse of female genital organs"
