"track","model","sim_mode","sim_param","top_n","chapter_filter","pool_pairs","pool_per_code","recall_ceiling","oracle_f1"
"8_9","SapBERT","relative",0.999,10,TRUE,1246,3.59,0.861,0.9253
"8_9","SapBERT","relative",0.999,10,FALSE,2498,7.06,0.8701,0.9305
"8_9","SapBERT","relative",0.999,20,TRUE,1717,4.95,0.864,0.9271
"8_9","SapBERT","relative",0.999,20,FALSE,4483,12.66,0.8731,0.9323
"8_9","SapBERT","relative",0.999,30,TRUE,2038,5.87,0.8671,0.9288
"8_9","SapBERT","relative",0.999,30,FALSE,6111,17.26,0.8761,0.934
"8_9","SapBERT","relative",0.999,50,TRUE,2415,6.96,0.8671,0.9288
"8_9","SapBERT","relative",0.999,50,FALSE,8597,24.29,0.8761,0.934
"8_9","SapBERT","relative",0.995,3,TRUE,712,2.05,0.852,0.9201
"8_9","SapBERT","relative",0.995,3,FALSE,931,2.63,0.861,0.9253
"8_9","SapBERT","relative",0.995,5,TRUE,909,2.61,0.858,0.9236
"8_9","SapBERT","relative",0.995,5,FALSE,1400,3.95,0.8671,0.9288
"8_9","SapBERT","relative",0.995,10,TRUE,1255,3.61,0.8671,0.9288
"8_9","SapBERT","relative",0.995,10,FALSE,2508,7.08,0.8761,0.934
"8_9","SapBERT","relative",0.995,20,TRUE,1726,4.96,0.8701,0.9305
"8_9","SapBERT","relative",0.995,20,FALSE,4493,12.69,0.8792,0.9357
"8_9","SapBERT","relative",0.995,30,TRUE,2047,5.88,0.8731,0.9323
"8_9","SapBERT","relative",0.995,30,FALSE,6121,17.29,0.8822,0.9374
"8_9","SapBERT","relative",0.995,50,TRUE,2424,6.97,0.8731,0.9323
"8_9","SapBERT","relative",0.995,50,FALSE,8607,24.31,0.8822,0.9374
"8_9","SapBERT","relative",0.99,3,TRUE,720,2.06,0.852,0.9201
"8_9","SapBERT","relative",0.99,3,FALSE,941,2.66,0.861,0.9253
"8_9","SapBERT","relative",0.99,5,TRUE,916,2.62,0.858,0.9236
"8_9","SapBERT","relative",0.99,5,FALSE,1409,3.98,0.8671,0.9288
"8_9","SapBERT","relative",0.99,10,TRUE,1262,3.62,0.8671,0.9288
"8_9","SapBERT","relative",0.99,10,FALSE,2517,7.11,0.8761,0.934
"8_9","SapBERT","relative",0.99,20,TRUE,1733,4.97,0.8701,0.9305
"8_9","SapBERT","relative",0.99,20,FALSE,4502,12.72,0.8792,0.9357
"8_9","SapBERT","relative",0.99,30,TRUE,2053,5.88,0.8731,0.9323
"8_9","SapBERT","relative",0.99,30,FALSE,6129,17.31,0.8822,0.9374
"8_9","SapBERT","relative",0.99,50,TRUE,2430,6.96,0.8731,0.9323
"8_9","SapBERT","relative",0.99,50,FALSE,8615,24.34,0.8822,0.9374
"8_9","SapBERT","relative",0.95,3,TRUE,805,2.29,0.8761,0.934
"8_9","SapBERT","relative",0.95,3,FALSE,1043,2.95,0.8852,0.9391
"8_9","SapBERT","relative",0.95,5,TRUE,999,2.85,0.8792,0.9357
"8_9","SapBERT","relative",0.95,5,FALSE,1508,4.26,0.8882,0.9408
"8_9","SapBERT","relative",0.95,10,TRUE,1345,3.83,0.8882,0.9408
"8_9","SapBERT","relative",0.95,10,FALSE,2616,7.39,0.8973,0.9459
"8_9","SapBERT","relative",0.95,20,TRUE,1813,5.17,0.8882,0.9408
"8_9","SapBERT","relative",0.95,20,FALSE,4598,12.99,0.8973,0.9459
"8_9","SapBERT","relative",0.95,30,TRUE,2130,6.07,0.8912,0.9425
"8_9","SapBERT","relative",0.95,30,FALSE,6222,17.58,0.9003,0.9475
"8_9","SapBERT","relative",0.95,50,TRUE,2507,7.14,0.8912,0.9425
"8_9","SapBERT","relative",0.95,50,FALSE,8708,24.6,0.9003,0.9475
"8_9","SapBERT","relative",0.9,3,TRUE,981,2.78,0.8943,0.9442
"8_9","SapBERT","relative",0.9,3,FALSE,1273,3.6,0.9033,0.9492
"8_9","SapBERT","relative",0.9,5,TRUE,1171,3.32,0.8973,0.9459
"8_9","SapBERT","relative",0.9,5,FALSE,1734,4.9,0.9063,0.9509
"8_9","SapBERT","relative",0.9,10,TRUE,1509,4.27,0.9063,0.9509
"8_9","SapBERT","relative",0.9,10,FALSE,2834,8.01,0.9154,0.9558
"8_9","SapBERT","relative",0.9,20,TRUE,1973,5.59,0.9063,0.9509
"8_9","SapBERT","relative",0.9,20,FALSE,4812,13.59,0.9154,0.9558
"8_9","SapBERT","relative",0.9,30,TRUE,2288,6.48,0.9063,0.9509
"8_9","SapBERT","relative",0.9,30,FALSE,6434,18.18,0.9154,0.9558
"8_9","SapBERT","relative",0.9,50,TRUE,2659,7.53,0.9063,0.9509
"8_9","SapBERT","relative",0.9,50,FALSE,8913,25.18,0.9154,0.9558
"8_9","SapBERT","relative",0.85,3,TRUE,1284,3.64,0.9154,0.9558
"8_9","SapBERT","relative",0.85,3,FALSE,1779,5.03,0.9245,0.9608
"8_9","SapBERT","relative",0.85,5,TRUE,1465,4.15,0.9184,0.9575
"8_9","SapBERT","relative",0.85,5,FALSE,2230,6.3,0.9275,0.9624
"8_9","SapBERT","relative",0.85,10,TRUE,1791,5.07,0.9215,0.9591
"8_9","SapBERT","relative",0.85,10,FALSE,3318,9.37,0.9305,0.964
"8_9","SapBERT","relative",0.85,20,TRUE,2245,6.36,0.9215,0.9591
"8_9","SapBERT","relative",0.85,20,FALSE,5286,14.93,0.9305,0.964
"8_9","SapBERT","relative",0.85,30,TRUE,2551,7.23,0.9215,0.9591
"8_9","SapBERT","relative",0.85,30,FALSE,6898,19.49,0.9305,0.964
"8_9","SapBERT","relative",0.85,50,TRUE,2921,8.27,0.9215,0.9591
"8_9","SapBERT","relative",0.85,50,FALSE,9376,26.49,0.9305,0.964
"8_9","SapBERT","relative",0.8,3,TRUE,1762,4.98,0.9275,0.9624
"8_9","SapBERT","relative",0.8,3,FALSE,2782,7.86,0.9366,0.9672
"8_9","SapBERT","relative",0.8,5,TRUE,1937,5.47,0.9305,0.964
"8_9","SapBERT","relative",0.8,5,FALSE,3227,9.12,0.9396,0.9688
"8_9","SapBERT","relative",0.8,10,TRUE,2240,6.33,0.9335,0.9656
"8_9","SapBERT","relative",0.8,10,FALSE,4289,12.12,0.9426,0.9705
"8_9","SapBERT","relative",0.8,20,TRUE,2672,7.55,0.9335,0.9656
"8_9","SapBERT","relative",0.8,20,FALSE,6232,17.6,0.9426,0.9705
"8_9","SapBERT","relative",0.8,30,TRUE,2962,8.37,0.9335,0.9656
"8_9","SapBERT","relative",0.8,30,FALSE,7823,22.1,0.9426,0.9705
"8_9","SapBERT","relative",0.8,50,TRUE,3319,9.38,0.9335,0.9656
"8_9","SapBERT","relative",0.8,50,FALSE,10286,29.06,0.9426,0.9705
"8_9","SapBERT","topk",1,3,TRUE,702,2.02,0.8429,0.9148
"8_9","SapBERT","topk",1,3,FALSE,920,2.6,0.852,0.9201
"8_9","SapBERT","topk",1,5,TRUE,899,2.59,0.8489,0.9183
"8_9","SapBERT","topk",1,5,FALSE,1389,3.92,0.858,0.9236
"8_9","SapBERT","topk",1,10,TRUE,1245,3.59,0.858,0.9236
"8_9","SapBERT","topk",1,10,FALSE,2497,7.05,0.8671,0.9288
"8_9","SapBERT","topk",1,20,TRUE,1716,4.95,0.861,0.9253
"8_9","SapBERT","topk",1,20,FALSE,4482,12.66,0.8701,0.9305
"8_9","SapBERT","topk",1,30,TRUE,2037,5.87,0.864,0.9271
"8_9","SapBERT","topk",1,30,FALSE,6110,17.26,0.8731,0.9323
"8_9","SapBERT","topk",1,50,TRUE,2414,6.96,0.864,0.9271
"8_9","SapBERT","topk",1,50,FALSE,8596,24.28,0.8731,0.9323
"8_9","SapBERT","topk",3,3,TRUE,1270,3.61,0.8943,0.9442
"8_9","SapBERT","topk",3,3,FALSE,1553,4.39,0.9033,0.9492
"8_9","SapBERT","topk",3,5,TRUE,1440,4.09,0.8973,0.9459
"8_9","SapBERT","topk",3,5,FALSE,1992,5.63,0.9063,0.9509
"8_9","SapBERT","topk",3,10,TRUE,1738,4.94,0.8973,0.9459
"8_9","SapBERT","topk",3,10,FALSE,3052,8.62,0.9063,0.9509
"8_9","SapBERT","topk",3,20,TRUE,2168,6.16,0.8973,0.9459
"8_9","SapBERT","topk",3,20,FALSE,4995,14.11,0.9063,0.9509
"8_9","SapBERT","topk",3,30,TRUE,2467,7.01,0.8973,0.9459
"8_9","SapBERT","topk",3,30,FALSE,6600,18.64,0.9063,0.9509
"8_9","SapBERT","topk",3,50,TRUE,2823,8.02,0.8973,0.9459
"8_9","SapBERT","topk",3,50,FALSE,9064,25.6,0.9063,0.9509
"8_9","SapBERT","topk",5,3,TRUE,1821,5.16,0.9124,0.9542
"8_9","SapBERT","topk",5,3,FALSE,2225,6.29,0.9215,0.9591
"8_9","SapBERT","topk",5,5,TRUE,1974,5.59,0.9154,0.9558
"8_9","SapBERT","topk",5,5,FALSE,2646,7.47,0.9245,0.9608
"8_9","SapBERT","topk",5,10,TRUE,2246,6.36,0.9154,0.9558
"8_9","SapBERT","topk",5,10,FALSE,3679,10.39,0.9245,0.9608
"8_9","SapBERT","topk",5,20,TRUE,2649,7.5,0.9154,0.9558
"8_9","SapBERT","topk",5,20,FALSE,5592,15.8,0.9245,0.9608
"8_9","SapBERT","topk",5,30,TRUE,2919,8.27,0.9154,0.9558
"8_9","SapBERT","topk",5,30,FALSE,7166,20.24,0.9245,0.9608
"8_9","SapBERT","topk",5,50,TRUE,3256,9.22,0.9154,0.9558
"8_9","SapBERT","topk",5,50,FALSE,9610,27.15,0.9245,0.9608
"8_9","SapBERT","topk",10,3,TRUE,2971,8.39,0.9305,0.964
"8_9","SapBERT","topk",10,3,FALSE,3930,11.1,0.9396,0.9688
"8_9","SapBERT","topk",10,5,TRUE,3099,8.75,0.9335,0.9656
"8_9","SapBERT","topk",10,5,FALSE,4322,12.21,0.9426,0.9705
"8_9","SapBERT","topk",10,10,TRUE,3319,9.38,0.9335,0.9656
"8_9","SapBERT","topk",10,10,FALSE,5291,14.95,0.9426,0.9705
"8_9","SapBERT","topk",10,20,TRUE,3651,10.31,0.9335,0.9656
"8_9","SapBERT","topk",10,20,FALSE,7124,20.12,0.9426,0.9705
"8_9","SapBERT","topk",10,30,TRUE,3871,10.94,0.9335,0.9656
"8_9","SapBERT","topk",10,30,FALSE,8636,24.4,0.9426,0.9705
"8_9","SapBERT","topk",10,50,TRUE,4162,11.76,0.9335,0.9656
"8_9","SapBERT","topk",10,50,FALSE,11022,31.14,0.9426,0.9705
"8_9","SapBERT","topk",20,3,TRUE,4650,13.14,0.9426,0.9705
"8_9","SapBERT","topk",20,3,FALSE,7408,20.93,0.9517,0.9752
"8_9","SapBERT","topk",20,5,TRUE,4753,13.43,0.9456,0.972
"8_9","SapBERT","topk",20,5,FALSE,7761,21.92,0.9547,0.9768
"8_9","SapBERT","topk",20,10,TRUE,4906,13.86,0.9456,0.972
"8_9","SapBERT","topk",20,10,FALSE,8633,24.39,0.9547,0.9768
"8_9","SapBERT","topk",20,20,TRUE,5162,14.58,0.9456,0.972
"8_9","SapBERT","topk",20,20,FALSE,10356,29.25,0.9547,0.9768
"8_9","SapBERT","topk",20,30,TRUE,5329,15.05,0.9456,0.972
"8_9","SapBERT","topk",20,30,FALSE,11791,33.31,0.9547,0.9768
"8_9","SapBERT","topk",20,50,TRUE,5570,15.73,0.9456,0.972
"8_9","SapBERT","topk",20,50,FALSE,14105,39.84,0.9547,0.9768
"8_9","SapBERT","topk",30,3,TRUE,5869,16.58,0.9577,0.9784
"8_9","SapBERT","topk",30,3,FALSE,10908,30.81,0.9668,0.9831
"8_9","SapBERT","topk",30,5,TRUE,5946,16.8,0.9607,0.98
"8_9","SapBERT","topk",30,5,FALSE,11227,31.71,0.9698,0.9847
"8_9","SapBERT","topk",30,10,TRUE,6068,17.14,0.9607,0.98
"8_9","SapBERT","topk",30,10,FALSE,12041,34.01,0.9698,0.9847
"8_9","SapBERT","topk",30,20,TRUE,6278,17.73,0.9607,0.98
"8_9","SapBERT","topk",30,20,FALSE,13681,38.65,0.9698,0.9847
"8_9","SapBERT","topk",30,30,TRUE,6417,18.13,0.9607,0.98
"8_9","SapBERT","topk",30,30,FALSE,15063,42.55,0.9698,0.9847
"8_9","SapBERT","topk",30,50,TRUE,6626,18.72,0.9607,0.98
"8_9","SapBERT","topk",30,50,FALSE,17314,48.91,0.9698,0.9847
"8_9","SapBERT","topk",50,3,TRUE,7648,21.6,0.9668,0.9831
"8_9","SapBERT","topk",50,3,FALSE,17926,50.64,0.9758,0.9878
"8_9","SapBERT","topk",50,5,TRUE,7698,21.75,0.9668,0.9831
"8_9","SapBERT","topk",50,5,FALSE,18203,51.42,0.9758,0.9878
"8_9","SapBERT","topk",50,10,TRUE,7783,21.99,0.9668,0.9831
"8_9","SapBERT","topk",50,10,FALSE,18941,53.51,0.9758,0.9878
"8_9","SapBERT","topk",50,20,TRUE,7950,22.46,0.9668,0.9831
"8_9","SapBERT","topk",50,20,FALSE,20468,57.82,0.9758,0.9878
"8_9","SapBERT","topk",50,30,TRUE,8060,22.77,0.9668,0.9831
"8_9","SapBERT","topk",50,30,FALSE,21767,61.49,0.9758,0.9878
"8_9","SapBERT","topk",50,50,TRUE,8228,23.24,0.9668,0.9831
"8_9","SapBERT","topk",50,50,FALSE,23904,67.53,0.9758,0.9878
"8_9","mpnet","relative",0.999,3,TRUE,701,2.05,0.8157,0.8985
"8_9","mpnet","relative",0.999,3,FALSE,927,2.62,0.8248,0.904
"8_9","mpnet","relative",0.999,5,TRUE,899,2.63,0.8218,0.9022
"8_9","mpnet","relative",0.999,5,FALSE,1395,3.94,0.8308,0.9076
"8_9","mpnet","relative",0.999,10,TRUE,1245,3.64,0.8308,0.9076
"8_9","mpnet","relative",0.999,10,FALSE,2504,7.07,0.8399,0.913
"8_9","mpnet","relative",0.999,20,TRUE,1719,5.01,0.8399,0.913
"8_9","mpnet","relative",0.999,20,FALSE,4492,12.69,0.8489,0.9183
"8_9","mpnet","relative",0.999,30,TRUE,2041,5.95,0.8429,0.9148
"8_9","mpnet","relative",0.999,30,FALSE,6121,17.29,0.852,0.9201
"8_9","mpnet","relative",0.999,50,TRUE,2419,7.05,0.8429,0.9148
"8_9","mpnet","relative",0.999,50,FALSE,8608,24.32,0.852,0.9201
"8_9","mpnet","relative",0.995,3,TRUE,704,2.06,0.8157,0.8985
"8_9","mpnet","relative",0.995,3,FALSE,931,2.63,0.8248,0.904
"8_9","mpnet","relative",0.995,5,TRUE,901,2.63,0.8218,0.9022
"8_9","mpnet","relative",0.995,5,FALSE,1398,3.95,0.8308,0.9076
"8_9","mpnet","relative",0.995,10,TRUE,1246,3.64,0.8308,0.9076
"8_9","mpnet","relative",0.995,10,FALSE,2506,7.08,0.8399,0.913
"8_9","mpnet","relative",0.995,20,TRUE,1719,5.01,0.8399,0.913
"8_9","mpnet","relative",0.995,20,FALSE,4493,12.69,0.8489,0.9183
"8_9","mpnet","relative",0.995,30,TRUE,2041,5.95,0.8429,0.9148
"8_9","mpnet","relative",0.995,30,FALSE,6122,17.29,0.852,0.9201
"8_9","mpnet","relative",0.995,50,TRUE,2419,7.05,0.8429,0.9148
"8_9","mpnet","relative",0.995,50,FALSE,8609,24.32,0.852,0.9201
"8_9","mpnet","relative",0.99,3,TRUE,710,2.08,0.8157,0.8985
"8_9","mpnet","relative",0.99,3,FALSE,938,2.65,0.8248,0.904
"8_9","mpnet","relative",0.99,5,TRUE,907,2.65,0.8218,0.9022
"8_9","mpnet","relative",0.99,5,FALSE,1405,3.97,0.8308,0.9076
"8_9","mpnet","relative",0.99,10,TRUE,1251,3.66,0.8308,0.9076
"8_9","mpnet","relative",0.99,10,FALSE,2512,7.1,0.8399,0.913
"8_9","mpnet","relative",0.99,20,TRUE,1724,5.03,0.8399,0.913
"8_9","mpnet","relative",0.99,20,FALSE,4499,12.71,0.8489,0.9183
"8_9","mpnet","relative",0.99,30,TRUE,2046,5.97,0.8429,0.9148
"8_9","mpnet","relative",0.99,30,FALSE,6128,17.31,0.852,0.9201
"8_9","mpnet","relative",0.99,50,TRUE,2424,7.07,0.8429,0.9148
"8_9","mpnet","relative",0.99,50,FALSE,8615,24.34,0.852,0.9201
"8_9","mpnet","relative",0.95,3,TRUE,812,2.35,0.8308,0.9076
"8_9","mpnet","relative",0.95,3,FALSE,1065,3.01,0.8399,0.913
"8_9","mpnet","relative",0.95,5,TRUE,1008,2.91,0.8369,0.9112
"8_9","mpnet","relative",0.95,5,FALSE,1531,4.32,0.8459,0.9165
"8_9","mpnet","relative",0.95,10,TRUE,1349,3.9,0.8459,0.9165
"8_9","mpnet","relative",0.95,10,FALSE,2635,7.44,0.855,0.9218
"8_9","mpnet","relative",0.95,20,TRUE,1815,5.23,0.8459,0.9165
"8_9","mpnet","relative",0.95,20,FALSE,4615,13.04,0.855,0.9218
"8_9","mpnet","relative",0.95,30,TRUE,2132,6.14,0.8489,0.9183
"8_9","mpnet","relative",0.95,30,FALSE,6239,17.62,0.858,0.9236
"8_9","mpnet","relative",0.95,50,TRUE,2508,7.23,0.8489,0.9183
"8_9","mpnet","relative",0.95,50,FALSE,8724,24.64,0.858,0.9236
"8_9","mpnet","relative",0.9,3,TRUE,1019,2.93,0.861,0.9253
"8_9","mpnet","relative",0.9,3,FALSE,1333,3.77,0.8701,0.9305
"8_9","mpnet","relative",0.9,5,TRUE,1208,3.47,0.864,0.9271
"8_9","mpnet","relative",0.9,5,FALSE,1792,5.06,0.8731,0.9323
"8_9","mpnet","relative",0.9,10,TRUE,1544,4.44,0.8731,0.9323
"8_9","mpnet","relative",0.9,10,FALSE,2887,8.16,0.8822,0.9374
"8_9","mpnet","relative",0.9,20,TRUE,2004,5.76,0.8731,0.9323
"8_9","mpnet","relative",0.9,20,FALSE,4859,13.73,0.8822,0.9374
"8_9","mpnet","relative",0.9,30,TRUE,2316,6.66,0.8761,0.934
"8_9","mpnet","relative",0.9,30,FALSE,6477,18.3,0.8852,0.9391
"8_9","mpnet","relative",0.9,50,TRUE,2685,7.72,0.8761,0.934
"8_9","mpnet","relative",0.9,50,FALSE,8954,25.29,0.8852,0.9391
"8_9","mpnet","relative",0.85,3,TRUE,1367,3.88,0.8882,0.9408
"8_9","mpnet","relative",0.85,3,FALSE,1855,5.24,0.8973,0.9459
"8_9","mpnet","relative",0.85,5,TRUE,1548,4.4,0.8912,0.9425
"8_9","mpnet","relative",0.85,5,FALSE,2303,6.51,0.9003,0.9475
"8_9","mpnet","relative",0.85,10,TRUE,1872,5.32,0.9003,0.9475
"8_9","mpnet","relative",0.85,10,FALSE,3382,9.55,0.9094,0.9525
"8_9","mpnet","relative",0.85,20,TRUE,2319,6.59,0.9003,0.9475
"8_9","mpnet","relative",0.85,20,FALSE,5337,15.08,0.9094,0.9525
"8_9","mpnet","relative",0.85,30,TRUE,2623,7.45,0.9033,0.9492
"8_9","mpnet","relative",0.85,30,FALSE,6946,19.62,0.9124,0.9542
"8_9","mpnet","relative",0.85,50,TRUE,2984,8.48,0.9033,0.9492
"8_9","mpnet","relative",0.85,50,FALSE,9415,26.6,0.9124,0.9542
"8_9","mpnet","relative",0.8,3,TRUE,1878,5.32,0.9033,0.9492
"8_9","mpnet","relative",0.8,3,FALSE,2669,7.54,0.9124,0.9542
"8_9","mpnet","relative",0.8,5,TRUE,2047,5.8,0.9063,0.9509
"8_9","mpnet","relative",0.8,5,FALSE,3104,8.77,0.9154,0.9558
"8_9","mpnet","relative",0.8,10,TRUE,2354,6.67,0.9124,0.9542
"8_9","mpnet","relative",0.8,10,FALSE,4163,11.76,0.9215,0.9591
"8_9","mpnet","relative",0.8,20,TRUE,2780,7.88,0.9124,0.9542
"8_9","mpnet","relative",0.8,20,FALSE,6092,17.21,0.9215,0.9591
"8_9","mpnet","relative",0.8,30,TRUE,3074,8.71,0.9154,0.9558
"8_9","mpnet","relative",0.8,30,FALSE,7689,21.72,0.9245,0.9608
"8_9","mpnet","relative",0.8,50,TRUE,3421,9.69,0.9154,0.9558
"8_9","mpnet","relative",0.8,50,FALSE,10142,28.65,0.9245,0.9608
"8_9","mpnet","topk",1,3,TRUE,701,2.05,0.8157,0.8985
"8_9","mpnet","topk",1,3,FALSE,926,2.62,0.8248,0.904
"8_9","mpnet","topk",1,5,TRUE,899,2.63,0.8218,0.9022
"8_9","mpnet","topk",1,5,FALSE,1394,3.94,0.8308,0.9076
"8_9","mpnet","topk",1,10,TRUE,1245,3.64,0.8308,0.9076
"8_9","mpnet","topk",1,10,FALSE,2503,7.07,0.8399,0.913
"8_9","mpnet","topk",1,20,TRUE,1719,5.01,0.8399,0.913
"8_9","mpnet","topk",1,20,FALSE,4491,12.69,0.8489,0.9183
"8_9","mpnet","topk",1,30,TRUE,2041,5.95,0.8429,0.9148
"8_9","mpnet","topk",1,30,FALSE,6120,17.29,0.852,0.9201
"8_9","mpnet","topk",1,50,TRUE,2419,7.05,0.8429,0.9148
"8_9","mpnet","topk",1,50,FALSE,8607,24.31,0.852,0.9201
"8_9","mpnet","topk",3,3,TRUE,1237,3.54,0.861,0.9253
"8_9","mpnet","topk",3,3,FALSE,1556,4.4,0.8701,0.9305
"8_9","mpnet","topk",3,5,TRUE,1410,4.04,0.8671,0.9288
"8_9","mpnet","topk",3,5,FALSE,1998,5.64,0.8761,0.934
"8_9","mpnet","topk",3,10,TRUE,1712,4.91,0.8731,0.9323
"8_9","mpnet","topk",3,10,FALSE,3059,8.64,0.8822,0.9374
"8_9","mpnet","topk",3,20,TRUE,2141,6.13,0.8731,0.9323
"8_9","mpnet","topk",3,20,FALSE,4998,14.12,0.8822,0.9374
"8_9","mpnet","topk",3,30,TRUE,2434,6.97,0.8761,0.934
"8_9","mpnet","topk",3,30,FALSE,6596,18.63,0.8852,0.9391
"8_9","mpnet","topk",3,50,TRUE,2793,8,0.8761,0.934
"8_9","mpnet","topk",3,50,FALSE,9061,25.6,0.8852,0.9391
"8_9","mpnet","topk",5,3,TRUE,1771,5.03,0.8852,0.9391
"8_9","mpnet","topk",5,3,FALSE,2226,6.29,0.8943,0.9442
"8_9","mpnet","topk",5,5,TRUE,1917,5.45,0.8882,0.9408
"8_9","mpnet","topk",5,5,FALSE,2640,7.46,0.8973,0.9459
"8_9","mpnet","topk",5,10,TRUE,2189,6.22,0.8912,0.9425
"8_9","mpnet","topk",5,10,FALSE,3664,10.35,0.9003,0.9475
"8_9","mpnet","topk",5,20,TRUE,2590,7.36,0.8912,0.9425
"8_9","mpnet","topk",5,20,FALSE,5571,15.74,0.9003,0.9475
"8_9","mpnet","topk",5,30,TRUE,2860,8.12,0.8912,0.9425
"8_9","mpnet","topk",5,30,FALSE,7145,20.18,0.9003,0.9475
"8_9","mpnet","topk",5,50,TRUE,3195,9.08,0.8912,0.9425
"8_9","mpnet","topk",5,50,FALSE,9579,27.06,0.9003,0.9475
"8_9","mpnet","topk",10,3,TRUE,2941,8.36,0.9094,0.9525
"8_9","mpnet","topk",10,3,FALSE,3924,11.08,0.9184,0.9575
"8_9","mpnet","topk",10,5,TRUE,3061,8.7,0.9124,0.9542
"8_9","mpnet","topk",10,5,FALSE,4299,12.14,0.9215,0.9591
"8_9","mpnet","topk",10,10,TRUE,3261,9.26,0.9124,0.9542
"8_9","mpnet","topk",10,10,FALSE,5233,14.78,0.9215,0.9591
"8_9","mpnet","topk",10,20,TRUE,3585,10.18,0.9124,0.9542
"8_9","mpnet","topk",10,20,FALSE,7045,19.9,0.9215,0.9591
"8_9","mpnet","topk",10,30,TRUE,3817,10.84,0.9124,0.9542
"8_9","mpnet","topk",10,30,FALSE,8565,24.19,0.9215,0.9591
"8_9","mpnet","topk",10,50,TRUE,4111,11.68,0.9124,0.9542
"8_9","mpnet","topk",10,50,FALSE,10945,30.92,0.9215,0.9591
"8_9","mpnet","topk",20,3,TRUE,4931,13.93,0.9275,0.9624
"8_9","mpnet","topk",20,3,FALSE,7374,20.83,0.9366,0.9672
"8_9","mpnet","topk",20,5,TRUE,5016,14.17,0.9305,0.964
"8_9","mpnet","topk",20,5,FALSE,7694,21.73,0.9396,0.9688
"8_9","mpnet","topk",20,10,TRUE,5167,14.6,0.9305,0.964
"8_9","mpnet","topk",20,10,FALSE,8548,24.15,0.9396,0.9688
"8_9","mpnet","topk",20,20,TRUE,5400,15.25,0.9305,0.964
"8_9","mpnet","topk",20,20,FALSE,10222,28.88,0.9396,0.9688
"8_9","mpnet","topk",20,30,TRUE,5558,15.7,0.9305,0.964
"8_9","mpnet","topk",20,30,FALSE,11642,32.89,0.9396,0.9688
"8_9","mpnet","topk",20,50,TRUE,5789,16.35,0.9305,0.964
"8_9","mpnet","topk",20,50,FALSE,13925,39.34,0.9396,0.9688
"8_9","mpnet","topk",30,3,TRUE,6521,18.42,0.9426,0.9705
"8_9","mpnet","topk",30,3,FALSE,10875,30.72,0.9517,0.9752
"8_9","mpnet","topk",30,5,TRUE,6577,18.58,0.9456,0.972
"8_9","mpnet","topk",30,5,FALSE,11152,31.5,0.9547,0.9768
"8_9","mpnet","topk",30,10,TRUE,6686,18.89,0.9456,0.972
"8_9","mpnet","topk",30,10,FALSE,11939,33.73,0.9547,0.9768
"8_9","mpnet","topk",30,20,TRUE,6867,19.4,0.9456,0.972
"8_9","mpnet","topk",30,20,FALSE,13515,38.18,0.9547,0.9768
"8_9","mpnet","topk",30,30,TRUE,6981,19.72,0.9456,0.972
"8_9","mpnet","topk",30,30,FALSE,14856,41.97,0.9547,0.9768
"8_9","mpnet","topk",30,50,TRUE,7179,20.28,0.9456,0.972
"8_9","mpnet","topk",30,50,FALSE,17063,48.2,0.9547,0.9768
"8_9","mpnet","topk",50,3,TRUE,9082,25.66,0.9607,0.98
"8_9","mpnet","topk",50,3,FALSE,17901,50.57,0.9698,0.9847
"8_9","mpnet","topk",50,5,TRUE,9117,25.75,0.9607,0.98
"8_9","mpnet","topk",50,5,FALSE,18142,51.25,0.9698,0.9847
"8_9","mpnet","topk",50,10,TRUE,9179,25.93,0.9607,0.98
"8_9","mpnet","topk",50,10,FALSE,18836,53.21,0.9698,0.9847
"8_9","mpnet","topk",50,20,TRUE,9299,26.27,0.9607,0.98
"8_9","mpnet","topk",50,20,FALSE,20263,57.24,0.9698,0.9847
"8_9","mpnet","topk",50,30,TRUE,9373,26.48,0.9607,0.98
"8_9","mpnet","topk",50,30,FALSE,21501,60.74,0.9698,0.9847
"8_9","mpnet","topk",50,50,TRUE,9518,26.89,0.9607,0.98
"8_9","mpnet","topk",50,50,FALSE,23585,66.62,0.9698,0.9847
