"track","n_train","f1_mean","f1_sd","n_repeats"
"10_9",40,0.609570165675961,0.00887544396843555,4
"10_9",70,0.636118876786728,0.00627486679327366,4
"10_9",100,0.650579699076409,0.00745308410607441,4
"10_9",140,0.646485594861728,0.00911065736576631,4
"10_9",180,0.667199028497085,0.00879432873269088,4
"10_9",220,0.666359264649237,0.000390614649443582,4
"10_9",260,0.661102760423348,0.0045188884175835,4
