"icd9","top_target","top_frequency","track","track_label"
"291","291",442,"8_9","ICD-9-CM to ICDA-8"
"295","295",6727,"8_9","ICD-9-CM to ICDA-8"
"296","296",4394,"8_9","ICD-9-CM to ICDA-8"
"297","297",330,"8_9","ICD-9-CM to ICDA-8"
"298","299",227,"8_9","ICD-9-CM to ICDA-8"
"300","300",12305,"8_9","ICD-9-CM to ICDA-8"
"301","301",1370,"8_9","ICD-9-CM to ICDA-8"
"303","303",8870,"8_9","ICD-9-CM to ICDA-8"
"304","304",452,"8_9","ICD-9-CM to ICDA-8"
"306","305",146,"8_9","ICD-9-CM to ICDA-8"
"307","306",541,"8_9","ICD-9-CM to ICDA-8"
"309","307",869,"8_9","ICD-9-CM to ICDA-8"
"310","309",144,"8_9","ICD-9-CM to ICDA-8"
"314","306",1698,"8_9","ICD-9-CM to ICDA-8"
"317","300",222,"8_9","ICD-9-CM to ICDA-8"
"318","308",7,"8_9","ICD-9-CM to ICDA-8"
"319","315",313,"8_9","ICD-9-CM to ICDA-8"
"332","342",619,"8_9","ICD-9-CM to ICDA-8"
"336","349",93,"8_9","ICD-9-CM to ICDA-8"
"337","358",19,"8_9","ICD-9-CM to ICDA-8"
"339","791",1650,"8_9","ICD-9-CM to ICDA-8"
"340","340",2518,"8_9","ICD-9-CM to ICDA-8"
"341","250",16,"8_9","ICD-9-CM to ICDA-8"
"343","343",331,"8_9","ICD-9-CM to ICDA-8"
"344","344",1160,"8_9","ICD-9-CM to ICDA-8"
"345","345",3878,"8_9","ICD-9-CM to ICDA-8"
"346","346",1809,"8_9","ICD-9-CM to ICDA-8"
"348","347",382,"8_9","ICD-9-CM to ICDA-8"
"353","357",531,"8_9","ICD-9-CM to ICDA-8"
"357","354",205,"8_9","ICD-9-CM to ICDA-8"
"360","366",173,"8_9","ICD-9-CM to ICDA-8"
"361","376",243,"8_9","ICD-9-CM to ICDA-8"
"362","377",180,"8_9","ICD-9-CM to ICDA-8"
"364","364",307,"8_9","ICD-9-CM to ICDA-8"
"365","375",469,"8_9","ICD-9-CM to ICDA-8"
"366","374",482,"8_9","ICD-9-CM to ICDA-8"
"369","379",30,"8_9","ICD-9-CM to ICDA-8"
"370","363",338,"8_9","ICD-9-CM to ICDA-8"
"371","363",7,"8_9","ICD-9-CM to ICDA-8"
"376","369",257,"8_9","ICD-9-CM to ICDA-8"
"377","367",185,"8_9","ICD-9-CM to ICDA-8"
"379","921",662,"8_9","ICD-9-CM to ICDA-8"
"380","380",416,"8_9","ICD-9-CM to ICDA-8"
"381","381",9588,"8_9","ICD-9-CM to ICDA-8"
"383","383",127,"8_9","ICD-9-CM to ICDA-8"
"384","381",382,"8_9","ICD-9-CM to ICDA-8"
"386","385",200,"8_9","ICD-9-CM to ICDA-8"
"389","921",114,"8_9","ICD-9-CM to ICDA-8"
"393","383",26,"8_9","ICD-9-CM to ICDA-8"
"394","394",730,"8_9","ICD-9-CM to ICDA-8"
"395","395",733,"8_9","ICD-9-CM to ICDA-8"
"396","381",35,"8_9","ICD-9-CM to ICDA-8"
"397","427",7,"8_9","ICD-9-CM to ICDA-8"
"398","427",328,"8_9","ICD-9-CM to ICDA-8"
"401","401",6418,"8_9","ICD-9-CM to ICDA-8"
"402","402",157,"8_9","ICD-9-CM to ICDA-8"
"403","403",173,"8_9","ICD-9-CM to ICDA-8"
"410","410",8214,"8_9","ICD-9-CM to ICDA-8"
"411","411",2491,"8_9","ICD-9-CM to ICDA-8"
"413","412",2525,"8_9","ICD-9-CM to ICDA-8"
"414","412",7770,"8_9","ICD-9-CM to ICDA-8"
"415","450",1605,"8_9","ICD-9-CM to ICDA-8"
"416","427",311,"8_9","ICD-9-CM to ICDA-8"
"423","423",405,"8_9","ICD-9-CM to ICDA-8"
"424","427",107,"8_9","ICD-9-CM to ICDA-8"
"425","427",245,"8_9","ICD-9-CM to ICDA-8"
"427","427",10408,"8_9","ICD-9-CM to ICDA-8"
"428","428",190,"8_9","ICD-9-CM to ICDA-8"
"429","427",334,"8_9","ICD-9-CM to ICDA-8"
"430","430",259,"8_9","ICD-9-CM to ICDA-8"
"431","431",182,"8_9","ICD-9-CM to ICDA-8"
"433","432",135,"8_9","ICD-9-CM to ICDA-8"
"434","427",401,"8_9","ICD-9-CM to ICDA-8"
"435","435",390,"8_9","ICD-9-CM to ICDA-8"
"436","436",2776,"8_9","ICD-9-CM to ICDA-8"
"437","436",97,"8_9","ICD-9-CM to ICDA-8"
"440","440",205,"8_9","ICD-9-CM to ICDA-8"
"441","441",181,"8_9","ICD-9-CM to ICDA-8"
"442","442",81,"8_9","ICD-9-CM to ICDA-8"
"443","443",341,"8_9","ICD-9-CM to ICDA-8"
"444","444",333,"8_9","ICD-9-CM to ICDA-8"
"446","446",73,"8_9","ICD-9-CM to ICDA-8"
"447","401",509,"8_9","ICD-9-CM to ICDA-8"
"448","448",18,"8_9","ICD-9-CM to ICDA-8"
"453","453",1448,"8_9","ICD-9-CM to ICDA-8"
"456","456",52,"8_9","ICD-9-CM to ICDA-8"
"457","457",143,"8_9","ICD-9-CM to ICDA-8"
"459","458",200,"8_9","ICD-9-CM to ICDA-8"
"472","504",229,"8_9","ICD-9-CM to ICDA-8"
"473","503",685,"8_9","ICD-9-CM to ICDA-8"
"474","500",5329,"8_9","ICD-9-CM to ICDA-8"
"476","506",14,"8_9","ICD-9-CM to ICDA-8"
"477","493",552,"8_9","ICD-9-CM to ICDA-8"
"478","504",807,"8_9","ICD-9-CM to ICDA-8"
"491","466",1225,"8_9","ICD-9-CM to ICDA-8"
"492","492",669,"8_9","ICD-9-CM to ICDA-8"
"493","493",17417,"8_9","ICD-9-CM to ICDA-8"
"494","518",829,"8_9","ICD-9-CM to ICDA-8"
"502","505",37,"8_9","ICD-9-CM to ICDA-8"
"504","516",26,"8_9","ICD-9-CM to ICDA-8"
"512","512",821,"8_9","ICD-9-CM to ICDA-8"
"514","427",247,"8_9","ICD-9-CM to ICDA-8"
"518","519",5935,"8_9","ICD-9-CM to ICDA-8"
"523","523",258,"8_9","ICD-9-CM to ICDA-8"
"525","521",421,"8_9","ICD-9-CM to ICDA-8"
"530","530",889,"8_9","ICD-9-CM to ICDA-8"
"531","531",947,"8_9","ICD-9-CM to ICDA-8"
"532","532",3398,"8_9","ICD-9-CM to ICDA-8"
"533","533",1088,"8_9","ICD-9-CM to ICDA-8"
"534","531",24,"8_9","ICD-9-CM to ICDA-8"
"535","535",3209,"8_9","ICD-9-CM to ICDA-8"
"537","750",319,"8_9","ICD-9-CM to ICDA-8"
"556","563",2338,"8_9","ICD-9-CM to ICDA-8"
"558","009",263,"8_9","ICD-9-CM to ICDA-8"
"562","562",1035,"8_9","ICD-9-CM to ICDA-8"
"564","564",858,"8_9","ICD-9-CM to ICDA-8"
"571","009",4367,"8_9","ICD-9-CM to ICDA-8"
"572","563",152,"8_9","ICD-9-CM to ICDA-8"
"573","571",600,"8_9","ICD-9-CM to ICDA-8"
"575","574",1865,"8_9","ICD-9-CM to ICDA-8"
"577","577",3136,"8_9","ICD-9-CM to ICDA-8"
"579","269",1149,"8_9","ICD-9-CM to ICDA-8"
"581","581",990,"8_9","ICD-9-CM to ICDA-8"
"582","582",7803,"8_9","ICD-9-CM to ICDA-8"
"583","582",969,"8_9","ICD-9-CM to ICDA-8"
"587","574",964,"8_9","ICD-9-CM to ICDA-8"
"590","590",4456,"8_9","ICD-9-CM to ICDA-8"
"595","595",1270,"8_9","ICD-9-CM to ICDA-8"
"596","596",642,"8_9","ICD-9-CM to ICDA-8"
"599","599",4532,"8_9","ICD-9-CM to ICDA-8"
"600","600",1209,"8_9","ICD-9-CM to ICDA-8"
"601","600",270,"8_9","ICD-9-CM to ICDA-8"
"607","607",679,"8_9","ICD-9-CM to ICDA-8"
"610","610",773,"8_9","ICD-9-CM to ICDA-8"
"614","603",37,"8_9","ICD-9-CM to ICDA-8"
"618","623",866,"8_9","ICD-9-CM to ICDA-8"
"621","626",457,"8_9","ICD-9-CM to ICDA-8"
"626","626",7316,"8_9","ICD-9-CM to ICDA-8"
"627","626",431,"8_9","ICD-9-CM to ICDA-8"
"628","628",204,"8_9","ICD-9-CM to ICDA-8"
"629","626",699,"8_9","ICD-9-CM to ICDA-8"
"691","691",238,"8_9","ICD-9-CM to ICDA-8"
"694","694",27,"8_9","ICD-9-CM to ICDA-8"
"695","695",739,"8_9","ICD-9-CM to ICDA-8"
"696","696",401,"8_9","ICD-9-CM to ICDA-8"
"701","692",135,"8_9","ICD-9-CM to ICDA-8"
"705","695",68,"8_9","ICD-9-CM to ICDA-8"
"707","707",739,"8_9","ICD-9-CM to ICDA-8"
"710","734",462,"8_9","ICD-9-CM to ICDA-8"
"714","712",3277,"8_9","ICD-9-CM to ICDA-8"
"715","713",1637,"8_9","ICD-9-CM to ICDA-8"
"716","715",1161,"8_9","ICD-9-CM to ICDA-8"
"717","724",555,"8_9","ICD-9-CM to ICDA-8"
"718","731",27,"8_9","ICD-9-CM to ICDA-8"
"719","729",463,"8_9","ICD-9-CM to ICDA-8"
"722","725",6139,"8_9","ICD-9-CM to ICDA-8"
"730","720",863,"8_9","ICD-9-CM to ICDA-8"
"731","721",25,"8_9","ICD-9-CM to ICDA-8"
"732","712",412,"8_9","ICD-9-CM to ICDA-8"
"733","713",285,"8_9","ICD-9-CM to ICDA-8"
"735","737",52,"8_9","ICD-9-CM to ICDA-8"
"737","725",930,"8_9","ICD-9-CM to ICDA-8"
"740","730",23,"8_9","ICD-9-CM to ICDA-8"
"741","741",335,"8_9","ICD-9-CM to ICDA-8"
"742","743",94,"8_9","ICD-9-CM to ICDA-8"
"743","744",88,"8_9","ICD-9-CM to ICDA-8"
"744","745",163,"8_9","ICD-9-CM to ICDA-8"
"746","746",1430,"8_9","ICD-9-CM to ICDA-8"
"747","747",344,"8_9","ICD-9-CM to ICDA-8"
"748","748",87,"8_9","ICD-9-CM to ICDA-8"
"749","749",354,"8_9","ICD-9-CM to ICDA-8"
"750","750",204,"8_9","ICD-9-CM to ICDA-8"
"751","751",162,"8_9","ICD-9-CM to ICDA-8"
"752","752",465,"8_9","ICD-9-CM to ICDA-8"
"753","753",166,"8_9","ICD-9-CM to ICDA-8"
"754","738",210,"8_9","ICD-9-CM to ICDA-8"
"755","755",744,"8_9","ICD-9-CM to ICDA-8"
"756","756",309,"8_9","ICD-9-CM to ICDA-8"
"757","757",73,"8_9","ICD-9-CM to ICDA-8"
"758","759",308,"8_9","ICD-9-CM to ICDA-8"
"759","758",102,"8_9","ICD-9-CM to ICDA-8"
