"track","tau","n_emitted","codes_covered","code_coverage","precision","recall","f1","precision_target"
"10_9",0.48,632,332,0.96231884057971,0.802215189873418,0.621323529411765,0.700276243093923,0.8
"10_9",0.75,475,322,0.933333333333333,0.905263157894737,0.526960784313726,0.666150271107669,0.9
"10_9",0.87,384,299,0.866666666666667,0.953125,0.448529411764706,0.61,0.95
"10_9",0.99,189,185,0.536231884057971,1,0.231617647058824,0.376119402985075,0.99
"8_9",0.16,360,295,0.97682119205298,0.802777777777778,0.886503067484663,0.842565597667638,0.8
"8_9",0.46,306,279,0.923841059602649,0.905228758169935,0.849693251533742,0.876582278481013,0.9
"8_9",0.72,274,265,0.877483443708609,0.956204379562044,0.803680981595092,0.873333333333333,0.95
"8_9",0.97,219,218,0.721854304635762,0.995433789954338,0.668711656441718,0.8,0.99
