"icd9","best_target","max_similarity","track","track_label"
"743","Q14",0.919361114501953,"10_9","ICD-9-CM to ICD-10-CA"
"744","Q18",0.92847204208374,"10_9","ICD-9-CM to ICD-10-CA"
"745","T83",0.915314078330994,"10_9","ICD-9-CM to ICD-10-CA"
"746","Q25",0.90013325214386,"10_9","ICD-9-CM to ICD-10-CA"
"747","Q27",0.919773459434509,"10_9","ICD-9-CM to ICD-10-CA"
"748","Q32",0.902789235115051,"10_9","ICD-9-CM to ICD-10-CA"
"749","H71",0.911868810653687,"10_9","ICD-9-CM to ICD-10-CA"
"750","Q38",0.942128419876099,"10_9","ICD-9-CM to ICD-10-CA"
"751","Q27",0.916117668151855,"10_9","ICD-9-CM to ICD-10-CA"
"752","Q50",0.918921530246735,"10_9","ICD-9-CM to ICD-10-CA"
"753","Q64",0.907073378562927,"10_9","ICD-9-CM to ICD-10-CA"
"754","Q32",0.907040953636169,"10_9","ICD-9-CM to ICD-10-CA"
"755","Q27",0.90999847650528,"10_9","ICD-9-CM to ICD-10-CA"
"756","Q27",0.914367973804474,"10_9","ICD-9-CM to ICD-10-CA"
"757","Q50",0.919853568077087,"10_9","ICD-9-CM to ICD-10-CA"
"758","M11",0.910228908061981,"10_9","ICD-9-CM to ICD-10-CA"
"759","Q25",0.914023458957672,"10_9","ICD-9-CM to ICD-10-CA"
"140","140",1.00000047683716,"8_9","ICD-9-CM to ICDA-8"
"141","141",0.999999523162842,"8_9","ICD-9-CM to ICDA-8"
"142","142",0.991714060306549,"8_9","ICD-9-CM to ICDA-8"
"143","143",1,"8_9","ICD-9-CM to ICDA-8"
"144","144",0.999999940395355,"8_9","ICD-9-CM to ICDA-8"
"145","145",1.00000035762787,"8_9","ICD-9-CM to ICDA-8"
"146","146",1,"8_9","ICD-9-CM to ICDA-8"
"147","147",0.999999642372131,"8_9","ICD-9-CM to ICDA-8"
"148","148",0.999999701976776,"8_9","ICD-9-CM to ICDA-8"
"149","210",0.967802166938782,"8_9","ICD-9-CM to ICDA-8"
"150","150",0.99999988079071,"8_9","ICD-9-CM to ICDA-8"
