"track","tau","n_emitted","codes_covered","code_coverage","precision","recall","f1"
"8_9",0.31,315,281,0.93046357615894,0.857142857142857,0.846394984326019,0.851735015772871
"8_9",0.32,313,281,0.93046357615894,0.859424920127795,0.843260188087774,0.85126582278481
"8_9",0.33,312,280,0.927152317880795,0.862179487179487,0.843260188087774,0.852614896988907
"8_9",0.34,309,280,0.927152317880795,0.864077669902913,0.836990595611285,0.85031847133758
"8_9",0.35,308,280,0.927152317880795,0.863636363636364,0.833855799373041,0.848484848484849
"8_9",0.36,307,279,0.923841059602649,0.866449511400652,0.833855799373041,0.849840255591054
"8_9",0.37,305,277,0.917218543046358,0.868852459016393,0.830721003134796,0.849358974358974
"8_9",0.38,305,277,0.917218543046358,0.868852459016393,0.830721003134796,0.849358974358974
"8_9",0.39,304,277,0.917218543046358,0.871710526315789,0.830721003134796,0.850722311396469
"8_9",0.4,302,276,0.913907284768212,0.874172185430464,0.827586206896552,0.85024154589372
"8_9",0.41,299,275,0.910596026490066,0.879598662207358,0.824451410658307,0.851132686084142
"8_9",0.42,298,274,0.907284768211921,0.88255033557047,0.824451410658307,0.852512155591572
"8_9",0.43,297,274,0.907284768211921,0.882154882154882,0.821316614420063,0.850649350649351
"8_9",0.44,297,274,0.907284768211921,0.882154882154882,0.821316614420063,0.850649350649351
"8_9",0.45,295,273,0.903973509933775,0.888135593220339,0.821316614420063,0.853420195439739
"8_9",0.46,293,273,0.903973509933775,0.89419795221843,0.821316614420063,0.856209150326797
"8_9",0.47,291,272,0.900662251655629,0.900343642611684,0.821316614420063,0.859016393442623
"8_9",0.48,291,272,0.900662251655629,0.900343642611684,0.821316614420063,0.859016393442623
"8_9",0.49,289,270,0.894039735099338,0.906574394463668,0.821316614420063,0.861842105263158
"8_9",0.5,289,270,0.894039735099338,0.906574394463668,0.821316614420063,0.861842105263158
"8_9",0.51,288,269,0.890728476821192,0.909722222222222,0.821316614420063,0.86326194398682
"8_9",0.52,288,269,0.890728476821192,0.909722222222222,0.821316614420063,0.86326194398682
"8_9",0.53,287,269,0.890728476821192,0.909407665505226,0.818181818181818,0.861386138613861
"8_9",0.54,286,268,0.887417218543046,0.909090909090909,0.815047021943574,0.859504132231405
"8_9",0.55,286,268,0.887417218543046,0.909090909090909,0.815047021943574,0.859504132231405
"8_9",0.56,285,268,0.887417218543046,0.912280701754386,0.815047021943574,0.860927152317881
"8_9",0.57,285,268,0.887417218543046,0.912280701754386,0.815047021943574,0.860927152317881
"8_9",0.58,284,267,0.884105960264901,0.915492957746479,0.815047021943574,0.862354892205639
"8_9",0.59,281,265,0.877483443708609,0.925266903914591,0.815047021943574,0.866666666666667
"8_9",0.6,279,264,0.874172185430464,0.92831541218638,0.811912225705329,0.866220735785953
"8_9",0.61,278,263,0.870860927152318,0.931654676258993,0.811912225705329,0.867671691792295
"8_9",0.62,278,263,0.870860927152318,0.931654676258993,0.811912225705329,0.867671691792295
"8_9",0.63,276,262,0.867549668874172,0.934782608695652,0.808777429467085,0.867226890756302
"8_9",0.64,276,262,0.867549668874172,0.934782608695652,0.808777429467085,0.867226890756302
"8_9",0.65,275,261,0.864238410596026,0.934545454545455,0.80564263322884,0.865319865319865
"8_9",0.66,275,261,0.864238410596026,0.934545454545455,0.80564263322884,0.865319865319865
"8_9",0.67,274,260,0.860927152317881,0.937956204379562,0.80564263322884,0.866779089376054
"8_9",0.68,274,260,0.860927152317881,0.937956204379562,0.80564263322884,0.866779089376054
"8_9",0.69,273,260,0.860927152317881,0.941391941391941,0.80564263322884,0.868243243243243
"8_9",0.7,272,259,0.857615894039735,0.941176470588235,0.802507836990596,0.866328257191201
"8_9",0.71,270,259,0.857615894039735,0.944444444444444,0.799373040752351,0.865874363327674
"8_9",0.72,268,257,0.850993377483444,0.944029850746269,0.793103448275862,0.862010221465077
"8_9",0.73,267,256,0.847682119205298,0.943820224719101,0.789968652037618,0.860068259385666
"8_9",0.74,267,256,0.847682119205298,0.943820224719101,0.789968652037618,0.860068259385666
"8_9",0.75,267,256,0.847682119205298,0.943820224719101,0.789968652037618,0.860068259385666
"8_9",0.76,267,256,0.847682119205298,0.943820224719101,0.789968652037618,0.860068259385666
"8_9",0.77,263,254,0.841059602649007,0.958174904942966,0.789968652037618,0.865979381443299
"8_9",0.78,261,253,0.837748344370861,0.961685823754789,0.786833855799373,0.86551724137931
"8_9",0.79,261,253,0.837748344370861,0.961685823754789,0.786833855799373,0.86551724137931
"8_9",0.8,261,253,0.837748344370861,0.961685823754789,0.786833855799373,0.86551724137931
"8_9",0.81,260,252,0.834437086092715,0.961538461538462,0.783699059561129,0.863557858376511
"8_9",0.82,255,250,0.827814569536424,0.968627450980392,0.774294670846395,0.860627177700348
"8_9",0.83,255,250,0.827814569536424,0.968627450980392,0.774294670846395,0.860627177700348
"8_9",0.84,253,248,0.821192052980132,0.968379446640316,0.768025078369906,0.856643356643357
